"Fixture","Phase","IDGAME","Home","Away","Home_Points","Away_Points","Q1H","Q2H","Q3H","Q4H","Q1A","Q2A","Q3A","Q4A","EXH","EXA","Winner","Loser","Home_win","Away_win","Season"
10,"Regular Season","10_7","BAR","MAC",96,73,21,22,31,22,18,28,20,7,0,0,"BAR","MAC",1,0,"2019-2020"
10,"Regular Season","10_8","BAS","ZEN",70,60,15,19,18,18,18,10,16,16,0,0,"BAS","ZEN",1,0,"2019-2020"
10,"Regular Season","10_9","RMB","CSK",97,81,23,29,23,22,19,29,16,17,0,0,"RMB","CSK",1,0,"2019-2020"
11,"Regular Season","11_1","FEN","KHI",89,76,28,16,21,24,24,25,6,21,0,0,"FEN","KHI",1,0,"2019-2020"
11,"Regular Season","11_2","CRV","VAL",76,73,17,20,23,16,19,22,10,22,0,0,"CRV","VAL",1,0,"2019-2020"
11,"Regular Season","11_3","BER","ZAL",69,62,15,17,15,22,7,19,20,16,0,0,"BER","ZAL",1,0,"2019-2020"
11,"Regular Season","11_4","PAN","BAS",100,68,20,26,26,28,17,19,15,17,0,0,"PAN","BAS",1,0,"2019-2020"
11,"Regular Season","11_5","MAC","VIL",93,62,20,23,24,26,17,17,13,15,0,0,"MAC","VIL",1,0,"2019-2020"
11,"Regular Season","11_6","ZEN","RMB",71,86,19,18,19,15,22,22,22,20,0,0,"RMB","ZEN",0,1,"2019-2020"
11,"Regular Season","11_7","EFE","BAY",104,75,30,27,19,28,22,18,18,17,0,0,"EFE","BAY",1,0,"2019-2020"
11,"Regular Season","11_8","OLY","MIL",91,70,15,25,31,20,19,18,16,17,0,0,"OLY","MIL",1,0,"2019-2020"
11,"Regular Season","11_9","BAR","CSK",67,96,20,18,12,17,18,33,25,20,0,0,"CSK","BAR",0,1,"2019-2020"
12,"Regular Season","12_1","CSK","ZAL",85,82,9,23,19,18,17,14,19,19,16,13,"CSK","ZAL",1,0,"2019-2020"
12,"Regular Season","12_2","MAC","BAY",77,56,22,19,12,24,18,9,21,8,0,0,"MAC","BAY",1,0,"2019-2020"
12,"Regular Season","12_3","MIL","CRV",67,77,18,22,10,17,20,19,18,20,0,0,"CRV","MIL",0,1,"2019-2020"
12,"Regular Season","12_4","RMB","VAL",111,99,30,23,27,31,29,20,21,29,0,0,"RMB","VAL",1,0,"2019-2020"
12,"Regular Season","12_5","ZEN","VIL",75,70,17,13,23,22,15,21,13,21,0,0,"ZEN","VIL",1,0,"2019-2020"
12,"Regular Season","12_6","KHI","BAR",94,102,22,26,22,24,31,30,23,18,0,0,"BAR","KHI",0,1,"2019-2020"
12,"Regular Season","12_7","FEN","BER",107,102,30,11,24,23,16,24,22,26,19,14,"FEN","BER",1,0,"2019-2020"
12,"Regular Season","12_8","PAN","OLY",99,93,18,28,17,23,17,22,22,25,13,7,"PAN","OLY",1,0,"2019-2020"
12,"Regular Season","12_9","BAS","EFE",77,102,16,19,18,24,26,29,21,26,0,0,"EFE","BAS",0,1,"2019-2020"
13,"Regular Season","13_1","KHI","BER",104,87,23,31,23,27,32,19,12,24,0,0,"KHI","BER",1,0,"2019-2020"
13,"Regular Season","13_2","FEN","EFE",73,81,22,16,11,24,20,18,21,22,0,0,"EFE","FEN",0,1,"2019-2020"
13,"Regular Season","13_3","CRV","BAS",64,72,14,17,12,21,20,12,24,16,0,0,"BAS","CRV",0,1,"2019-2020"
13,"Regular Season","13_4","MAC","CSK",90,80,20,25,21,24,29,23,12,16,0,0,"MAC","CSK",1,0,"2019-2020"
13,"Regular Season","13_5","RMB","OLY",93,77,21,20,31,21,10,20,18,29,0,0,"RMB","OLY",1,0,"2019-2020"
13,"Regular Season","13_6","ZAL","VAL",82,86,21,27,9,25,19,28,17,22,0,0,"VAL","ZAL",0,1,"2019-2020"
13,"Regular Season","13_7","BAY","ZEN",77,69,14,23,24,16,15,20,15,19,0,0,"BAY","ZEN",1,0,"2019-2020"
13,"Regular Season","13_8","VIL","MIL",89,82,20,18,32,19,24,21,16,21,0,0,"VIL","MIL",1,0,"2019-2020"
13,"Regular Season","13_9","BAR","PAN",98,86,28,27,16,27,23,24,18,21,0,0,"BAR","PAN",1,0,"2019-2020"
14,"Regular Season","14_1","ZEN","MAC",71,82,21,9,12,29,21,10,28,23,0,0,"MAC","ZEN",0,1,"2019-2020"
14,"Regular Season","14_2","ZAL","EFE",68,74,17,26,10,15,26,16,13,19,0,0,"EFE","ZAL",0,1,"2019-2020"
14,"Regular Season","14_3","PAN","FEN",81,78,22,20,23,16,21,25,11,21,0,0,"PAN","FEN",1,0,"2019-2020"
14,"Regular Season","14_4","RMB","MIL",76,67,18,12,24,22,21,18,13,15,0,0,"RMB","MIL",1,0,"2019-2020"
14,"Regular Season","14_5","BAR","VIL",80,67,22,26,15,17,19,19,18,11,0,0,"BAR","VIL",1,0,"2019-2020"
14,"Regular Season","14_6","VAL","BAS",105,77,19,27,23,36,19,17,22,19,0,0,"VAL","BAS",1,0,"2019-2020"
14,"Regular Season","14_7","CSK","CRV",100,74,26,26,24,24,21,23,18,12,0,0,"CSK","CRV",1,0,"2019-2020"
14,"Regular Season","14_8","BER","BAY",76,77,10,18,20,24,19,11,20,22,4,5,"BAY","BER",0,1,"2019-2020"
14,"Regular Season","14_9","OLY","KHI",109,98,25,24,21,26,20,22,25,29,13,2,"OLY","KHI",1,0,"2019-2020"
15,"Regular Season","15_1","FEN","ZEN",81,84,22,21,16,22,18,20,22,24,0,0,"ZEN","FEN",0,1,"2019-2020"
15,"Regular Season","15_2","MAC","PAN",88,79,13,30,22,23,29,17,23,10,0,0,"MAC","PAN",1,0,"2019-2020"
15,"Regular Season","15_3","MIL","VAL",78,71,26,17,19,16,24,19,10,18,0,0,"MIL","VAL",1,0,"2019-2020"
15,"Regular Season","15_4","BAS","RMB",55,77,13,16,15,11,15,30,12,20,0,0,"RMB","BAS",0,1,"2019-2020"
15,"Regular Season","15_5","KHI","ZAL",83,74,21,17,19,26,16,17,16,25,0,0,"KHI","ZAL",1,0,"2019-2020"
15,"Regular Season","15_6","EFE","CSK",80,81,22,25,19,14,23,20,16,22,0,0,"CSK","EFE",0,1,"2019-2020"
15,"Regular Season","15_7","CRV","OLY",88,81,16,24,21,27,21,29,11,20,0,0,"CRV","OLY",1,0,"2019-2020"
15,"Regular Season","15_8","BAY","BAR",67,77,16,9,20,22,20,19,17,21,0,0,"BAR","BAY",0,1,"2019-2020"
15,"Regular Season","15_9","VIL","BER",93,81,18,18,31,26,18,20,14,29,0,0,"VIL","BER",1,0,"2019-2020"
16,"Regular Season","16_1","CSK","MIL",78,75,19,13,27,19,13,26,22,14,0,0,"CSK","MIL",1,0,"2019-2020"
16,"Regular Season","16_2","EFE","MAC",99,79,23,25,32,19,19,22,17,21,0,0,"EFE","MAC",1,0,"2019-2020"
16,"Regular Season","16_3","BER","BAS",81,57,23,18,16,24,15,11,11,20,0,0,"BER","BAS",1,0,"2019-2020"
16,"Regular Season","16_4","PAN","RMB",75,87,18,16,24,17,22,22,22,21,0,0,"RMB","PAN",0,1,"2019-2020"
16,"Regular Season","16_5","VIL","KHI",92,88,24,26,24,18,24,21,12,31,0,0,"VIL","KHI",1,0,"2019-2020"
16,"Regular Season","16_6","ZEN","CRV",58,65,16,24,7,11,20,17,14,14,0,0,"CRV","ZEN",0,1,"2019-2020"
16,"Regular Season","16_7","FEN","VAL",98,100,24,24,22,14,22,18,19,25,14,16,"VAL","FEN",0,1,"2019-2020"
16,"Regular Season","16_8","BAY","ZAL",73,98,13,22,15,23,21,22,25,30,0,0,"ZAL","BAY",0,1,"2019-2020"
16,"Regular Season","16_9","BAR","OLY",90,80,20,20,29,21,12,27,19,22,0,0,"BAR","OLY",1,0,"2019-2020"
17,"Regular Season","17_1","CRV","BAY",93,63,25,28,18,22,13,18,15,17,0,0,"CRV","BAY",1,0,"2019-2020"
17,"Regular Season","17_2","ZAL","MAC",73,68,17,12,24,20,21,13,19,15,0,0,"ZAL","MAC",1,0,"2019-2020"
17,"Regular Season","17_3","OLY","FEN",87,96,20,20,21,26,22,30,22,22,0,0,"FEN","OLY",0,1,"2019-2020"
17,"Regular Season","17_4","BAS","BAR",76,74,21,26,18,11,15,16,23,20,0,0,"BAS","BAR",1,0,"2019-2020"
17,"Regular Season","17_5","CSK","PAN",102,106,22,23,24,20,17,32,20,20,13,17,"PAN","CSK",0,1,"2019-2020"
17,"Regular Season","17_6","EFE","KHI",101,82,21,26,30,24,19,24,18,21,0,0,"EFE","KHI",1,0,"2019-2020"
17,"Regular Season","17_7","VIL","RMB",77,87,21,16,22,18,23,29,20,15,0,0,"RMB","VIL",0,1,"2019-2020"
17,"Regular Season","17_8","MIL","ZEN",73,72,19,22,14,18,17,24,15,16,0,0,"MIL","ZEN",1,0,"2019-2020"
17,"Regular Season","17_9","VAL","BER",91,77,18,19,25,29,27,15,15,20,0,0,"VAL","BER",1,0,"2019-2020"
18,"Regular Season","18_1","BER","MAC",89,95,28,17,19,25,31,19,22,23,0,0,"MAC","BER",0,1,"2019-2020"
18,"Regular Season","18_2","MIL","PAN",96,87,19,25,29,23,18,16,23,30,0,0,"MIL","PAN",1,0,"2019-2020"
18,"Regular Season","18_3","BAS","FEN",65,79,11,17,17,20,20,22,20,17,0,0,"FEN","BAS",0,1,"2019-2020"
18,"Regular Season","18_4","RMB","ZAL",88,82,20,27,21,20,18,23,18,23,0,0,"RMB","ZAL",1,0,"2019-2020"
18,"Regular Season","18_5","KHI","ZEN",81,83,15,22,11,33,16,20,25,22,0,0,"ZEN","KHI",0,1,"2019-2020"
18,"Regular Season","18_6","BAY","CSK",77,84,10,15,27,25,18,23,18,25,0,0,"CSK","BAY",0,1,"2019-2020"
18,"Regular Season","18_7","VIL","CRV",80,83,30,19,16,15,13,17,34,19,0,0,"CRV","VIL",0,1,"2019-2020"
18,"Regular Season","18_8","BAR","EFE",82,86,19,23,16,24,24,21,21,20,0,0,"EFE","BAR",0,1,"2019-2020"
18,"Regular Season","18_9","VAL","OLY",91,93,16,20,27,28,16,23,31,23,0,0,"OLY","VAL",0,1,"2019-2020"
19,"Regular Season","19_1","CSK","RMB",60,55,14,12,17,17,21,12,10,12,0,0,"CSK","RMB",1,0,"2019-2020"
19,"Regular Season","19_2","KHI","VAL",75,84,23,24,15,13,29,15,19,21,0,0,"VAL","KHI",0,1,"2019-2020"
19,"Regular Season","19_3","EFE","MIL",88,68,16,26,23,23,15,18,16,19,0,0,"EFE","MIL",1,0,"2019-2020"
19,"Regular Season","19_4","FEN","VIL",86,64,23,26,13,24,15,13,15,21,0,0,"FEN","VIL",1,0,"2019-2020"
19,"Regular Season","19_5","OLY","BER",86,93,22,20,29,15,19,31,18,25,0,0,"BER","OLY",0,1,"2019-2020"
19,"Regular Season","19_6","MAC","BAR",92,85,20,28,17,27,27,14,16,28,0,0,"MAC","BAR",1,0,"2019-2020"
19,"Regular Season","19_7","ZEN","BAS",72,66,23,16,14,19,16,15,18,17,0,0,"ZEN","BAS",1,0,"2019-2020"
19,"Regular Season","19_8","CRV","ZAL",70,76,20,18,15,17,22,16,19,19,0,0,"ZAL","CRV",0,1,"2019-2020"
19,"Regular Season","19_9","PAN","BAY",98,83,28,25,23,22,18,35,22,8,0,0,"PAN","BAY",1,0,"2019-2020"
20,"Regular Season","20_1","KHI","RMB",102,94,25,30,25,22,21,23,25,25,0,0,"KHI","RMB",1,0,"2019-2020"
20,"Regular Season","20_2","FEN","BAR",74,80,12,27,17,18,24,18,19,19,0,0,"BAR","FEN",0,1,"2019-2020"
20,"Regular Season","20_3","MAC","MIL",69,63,15,16,21,17,21,11,16,15,0,0,"MAC","MIL",1,0,"2019-2020"
20,"Regular Season","20_4","CSK","BAS",94,90,27,25,23,19,25,21,12,32,0,0,"CSK","BAS",1,0,"2019-2020"
20,"Regular Season","20_5","ZEN","VAL",81,86,16,26,9,30,20,26,17,23,0,0,"VAL","ZEN",0,1,"2019-2020"
20,"Regular Season","20_6","EFE","VIL",101,74,35,25,21,20,22,23,18,11,0,0,"EFE","VIL",1,0,"2019-2020"
20,"Regular Season","20_7","CRV","BER",85,94,22,21,19,17,21,18,23,17,6,15,"BER","CRV",0,1,"2019-2020"
20,"Regular Season","20_8","OLY","BAY",89,72,17,20,17,35,14,18,21,19,0,0,"OLY","BAY",1,0,"2019-2020"
20,"Regular Season","20_9","PAN","ZAL",96,94,18,28,25,25,27,22,17,28,0,0,"PAN","ZAL",1,0,"2019-2020"
21,"Regular Season","21_1","CSK","VAL",81,70,20,22,18,21,17,22,17,14,0,0,"CSK","VAL",1,0,"2019-2020"
21,"Regular Season","21_2","ZEN","OLY",91,87,24,21,21,25,27,16,15,29,0,0,"ZEN","OLY",1,0,"2019-2020"
21,"Regular Season","21_3","BAY","MAC",80,68,23,12,22,23,12,21,20,15,0,0,"BAY","MAC",1,0,"2019-2020"
21,"Regular Season","21_4","BAR","CRV",86,82,29,12,21,24,19,23,24,16,0,0,"BAR","CRV",1,0,"2019-2020"
21,"Regular Season","21_5","BAS","KHI",83,79,27,20,14,22,25,19,19,16,0,0,"BAS","KHI",1,0,"2019-2020"
21,"Regular Season","21_6","FEN","MIL",73,64,24,17,15,17,15,16,16,17,0,0,"FEN","MIL",1,0,"2019-2020"
21,"Regular Season","21_7","ZAL","BER",104,80,23,31,30,20,9,18,25,28,0,0,"ZAL","BER",1,0,"2019-2020"
21,"Regular Season","21_8","PAN","VIL",100,88,20,32,21,27,18,17,23,30,0,0,"PAN","VIL",1,0,"2019-2020"
21,"Regular Season","21_9","RMB","EFE",75,80,20,20,15,20,20,23,16,21,0,0,"EFE","RMB",0,1,"2019-2020"
22,"Regular Season","22_1","KHI","CSK",69,78,19,13,6,31,23,17,19,19,0,0,"CSK","KHI",0,1,"2019-2020"
22,"Regular Season","22_2","BER","FEN",70,74,22,19,15,14,17,16,17,24,0,0,"FEN","BER",0,1,"2019-2020"
22,"Regular Season","22_3","OLY","BAS",80,70,25,18,16,21,24,13,14,19,0,0,"OLY","BAS",1,0,"2019-2020"
22,"Regular Season","22_4","MAC","RMB",77,81,19,19,11,28,21,15,21,24,0,0,"RMB","MAC",0,1,"2019-2020"
22,"Regular Season","22_5","VIL","ZAL",74,79,16,11,23,24,16,14,25,24,0,0,"ZAL","VIL",0,1,"2019-2020"
22,"Regular Season","22_6","BAR","ZEN",90,72,21,32,21,16,21,14,19,18,0,0,"BAR","ZEN",1,0,"2019-2020"
22,"Regular Season","22_7","MIL","BAY",79,78,21,17,15,26,26,19,21,12,0,0,"MIL","BAY",1,0,"2019-2020"
22,"Regular Season","22_8","CRV","EFE",78,85,16,14,28,20,24,27,21,13,0,0,"EFE","CRV",0,1,"2019-2020"
22,"Regular Season","22_9","VAL","PAN",94,87,27,28,25,14,25,20,19,23,0,0,"VAL","PAN",1,0,"2019-2020"
23,"Regular Season","23_1","CSK","EFE",80,82,16,21,20,23,25,16,17,24,0,0,"EFE","CSK",0,1,"2019-2020"
23,"Regular Season","23_2","ZAL","OLY",94,69,22,24,23,25,17,20,11,21,0,0,"ZAL","OLY",1,0,"2019-2020"
23,"Regular Season","23_3","VIL","BAY",75,65,16,18,20,21,18,17,16,14,0,0,"VIL","BAY",1,0,"2019-2020"
23,"Regular Season","23_4","MIL","BER",96,102,25,20,28,23,27,18,30,27,0,0,"BER","MIL",0,1,"2019-2020"
23,"Regular Season","23_5","RMB","BAS",70,69,14,23,16,17,19,19,11,20,0,0,"RMB","BAS",1,0,"2019-2020"
23,"Regular Season","23_6","ZEN","FEN",68,73,15,17,18,18,19,22,13,19,0,0,"FEN","ZEN",0,1,"2019-2020"
23,"Regular Season","23_7","CRV","PAN",78,73,9,26,11,32,21,11,25,16,0,0,"CRV","PAN",1,0,"2019-2020"
23,"Regular Season","23_8","MAC","KHI",80,77,20,16,24,20,28,19,13,17,0,0,"MAC","KHI",1,0,"2019-2020"
23,"Regular Season","23_9","VAL","BAR",76,77,21,22,23,10,18,19,16,24,0,0,"BAR","VAL",0,1,"2019-2020"
24,"Regular Season","24_1","EFE","ZAL",96,91,19,21,23,33,20,23,22,26,0,0,"EFE","ZAL",1,0,"2019-2020"
