"Against","Team","IDGAME","Phase","Player","MIN","PTS","F2M","F2A","F2GP","F3M","F3A","F3GP","FTM","FTA","FTP","OR","DR","TR","AS","ST","TO","BLK","BLKR","PF","RF","PIR","HA","results","Team_PTS","Team_F2A","Team_F3A","Team_FTA","Team_F2M","Team_F3M","Team_FTM","Team_AS","Team_OR","Team_DR","Team_TR","Team_ST","Team_TO","Team_BLK","Team_PF","Team_PIR","Team_opp_PTS","Team_opp_F2A","Team_opp_F3A","Team_opp_FTA","Team_opp_F2M","Team_opp_F3M","Team_opp_FTM","Team_opp_AS","Team_opp_OR","Team_opp_DR","Team_opp_TR","Team_opp_ST","Team_opp_TO","Team_opp_BLK","Team_opp_PF","Team_opp_PIR","Points_per_shoot","Possesions","Offensive_rating","PIE","Assists_Ratio","As_To_ratio","EFG","FT_ratio","Game_score","True_shooting","Turnover_ratio","Usage","OR_percent","Season"
"OLY","RMB","1_1","Regular Season","Rudy  Fernandez",28,7,2,5,40,1,5,20,0,0,NA,4,3,7,4,1,1,0,0,2,3,12,"H","W",83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,0.7,6.7,104.5,0.05,59.7,4,35,0,6.9,35,14.93,3.7,20,"2016-2017"
"OLY","RMB","1_1","Regular Season","Gustavo  Ayon",19,9,4,8,50,0,0,NA,1,2,50,0,4,4,1,0,0,1,0,1,1,10,"H","W",83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,0.9,8.5,105.9,0.06,11.8,Inf,50,0.25,6.8,50.7,0,4.4,0,"2016-2017"
"OLY","RMB","1_1","Regular Season","Sergio  Llull",27,22,3,6,50,4,5,80,4,5,80,0,0,0,4,0,2,0,1,2,4,20,"H","W",83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,1.38,14.6,150.7,0.13,27.4,2,81.8,0.45,16.7,83.3,13.7,5.3,0,"2016-2017"
"OLY","RMB","1_1","Regular Season","Trey  Thompkins",14,2,1,2,50,0,1,0,0,0,NA,2,3,5,1,0,0,0,0,3,0,3,"H","W",83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,0.67,1,200,0.01,100,Inf,33.3,0,2.1,33.3,0,2,10,"2016-2017"
"OLY","RMB","1_1","Regular Season","Jeffery  Taylor",19,3,0,2,0,1,3,33.3,0,0,NA,0,2,2,1,1,1,0,0,3,1,0,"H","W",83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,0.6,5.8,51.7,-0.01,17.2,1,30,0,0,30,17.24,3,0,"2016-2017"
"OLY","RMB","1_1","Regular Season","Anthony  Randolph",17,7,2,3,66.7,0,1,0,3,4,75,0,1,1,2,0,1,0,0,2,4,8,"H","W",83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,0.88,6.5,107.7,0.03,30.8,2,50,1,4.5,60.8,15.38,3.8,0,"2016-2017"
"OLY","RMB","1_1","Regular Season","Dontaye  Draper",13,2,1,1,100,0,0,NA,0,0,NA,0,1,1,0,1,0,0,0,0,0,4,"H","W",83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,2,1,200,0.03,0,NA,100,0,3,100,0,0.7,0,"2016-2017"
"OLY","RMB","1_1","Regular Season","Luka  Doncic",17,11,0,1,0,2,5,40,5,5,100,3,2,5,3,1,3,0,1,2,4,14,"H","W",83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,1,7.9,139.2,0.07,38,1,50,0.83,9.6,67.1,37.97,6.3,15,"2016-2017"
"OLY","RMB","1_1","Regular Season","Felipe  Reyes",9,6,2,3,66.7,0,0,NA,2,4,50,0,5,5,0,0,1,1,0,0,3,11,"H","W",83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,0.86,5.5,109.1,0.06,0,0,66.7,1.33,5.1,63,18.18,6.1,0,"2016-2017"
"OLY","RMB","1_1","Regular Season","Jaycee  Carroll",16,10,2,4,50,2,4,50,0,1,0,0,1,1,0,0,0,0,1,1,0,4,"H","W",83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,83,41,24,21,19,10,15,16,10,25,35,6,10,2,17,91,1.11,8.1,123.5,0.04,0,NA,62.5,0.12,5.5,59.2,0,5,0,"2016-2017"
