"Fixture","Phase","IDGAME","Home","Away","Home_Points","Away_Points","Q1H","Q2H","Q3H","Q4H","Q1A","Q2A","Q3A","Q4A","EXH","EXA","Winner","Loser","Home_win","Away_win","Season"
1,"Regular Season","1_1","CSK","BAR",95,75,21,30,18,26,17,12,29,17,0,0,"CSK","BAR",1,0,"2018-2019"
1,"Regular Season","1_2","PAN","MAC",89,84,26,20,24,19,24,21,22,17,0,0,"PAN","MAC",1,0,"2018-2019"
1,"Regular Season","1_3","BAY","EFE",71,90,19,18,14,20,18,26,28,18,0,0,"EFE","BAY",0,1,"2018-2019"
1,"Regular Season","1_4","RMB","DAR",109,93,25,28,38,18,18,20,31,24,0,0,"RMB","DAR",1,0,"2018-2019"
1,"Regular Season","1_5","BUD","MIL",71,82,11,20,20,20,22,20,15,25,0,0,"MIL","BUD",0,1,"2018-2019"
1,"Regular Season","1_6","ZAL","BAS",79,87,24,15,14,26,22,20,21,24,0,0,"BAS","ZAL",0,1,"2018-2019"
1,"Regular Season","1_7","KHI","OLY",66,87,22,12,20,12,20,24,19,24,0,0,"OLY","KHI",0,1,"2018-2019"
1,"Regular Season","1_8","FEN","GRC",97,72,22,27,26,22,10,25,23,14,0,0,"FEN","GRC",1,0,"2018-2019"
2,"Regular Season","2_1","DAR","BUD",71,63,14,25,14,18,25,10,14,14,0,0,"DAR","BUD",1,0,"2018-2019"
2,"Regular Season","2_2","MAC","CSK",86,89,22,24,22,18,24,26,17,22,0,0,"CSK","MAC",0,1,"2018-2019"
2,"Regular Season","2_3","BAY","PAN",80,79,20,20,16,24,20,21,17,21,0,0,"BAY","PAN",1,0,"2018-2019"
2,"Regular Season","2_4","GRC","BAR",87,86,18,26,20,23,26,18,25,17,0,0,"GRC","BAR",1,0,"2018-2019"
2,"Regular Season","2_5","EFE","ZAL",79,93,19,13,16,31,19,27,22,25,0,0,"ZAL","EFE",0,1,"2018-2019"
2,"Regular Season","2_6","FEN","KHI",93,85,28,26,12,27,21,22,20,22,0,0,"FEN","KHI",1,0,"2018-2019"
2,"Regular Season","2_7","BAS","OLY",80,85,19,20,13,28,27,23,17,18,0,0,"OLY","BAS",0,1,"2018-2019"
2,"Regular Season","2_8","MIL","RMB",85,91,28,22,14,21,13,28,26,24,0,0,"RMB","MIL",0,1,"2018-2019"
3,"Regular Season","3_1","CSK","DAR",79,75,19,12,26,22,17,21,10,27,0,0,"CSK","DAR",1,0,"2018-2019"
3,"Regular Season","3_2","PAN","GRC",102,87,21,29,24,28,14,22,19,32,0,0,"PAN","GRC",1,0,"2018-2019"
3,"Regular Season","3_3","BUD","MAC",68,78,16,25,21,6,14,20,24,20,0,0,"MAC","BUD",0,1,"2018-2019"
3,"Regular Season","3_4","BAR","BAY",83,73,26,18,21,18,17,19,18,19,0,0,"BAR","BAY",1,0,"2018-2019"
3,"Regular Season","3_5","KHI","EFE",84,85,21,16,18,29,18,27,22,18,0,0,"EFE","KHI",0,1,"2018-2019"
3,"Regular Season","3_6","ZAL","FEN",75,82,25,17,15,18,18,16,19,29,0,0,"FEN","ZAL",0,1,"2018-2019"
3,"Regular Season","3_7","OLY","MIL",75,99,26,15,22,12,24,20,29,26,0,0,"MIL","OLY",0,1,"2018-2019"
3,"Regular Season","3_8","RMB","BAS",97,79,25,27,22,23,19,25,23,12,0,0,"RMB","BAS",1,0,"2018-2019"
4,"Regular Season","4_1","EFE","FEN",89,83,12,26,28,23,26,26,13,18,0,0,"EFE","FEN",1,0,"2018-2019"
4,"Regular Season","4_2","BAY","BAS",77,71,20,23,18,16,11,21,20,19,0,0,"BAY","BAS",1,0,"2018-2019"
4,"Regular Season","4_3","MIL","KHI",81,80,23,16,27,15,20,25,17,18,0,0,"MIL","KHI",1,0,"2018-2019"
4,"Regular Season","4_4","RMB","BUD",89,55,21,23,21,24,15,16,13,11,0,0,"RMB","BUD",1,0,"2018-2019"
4,"Regular Season","4_5","OLY","MAC",88,80,18,27,23,20,21,16,20,23,0,0,"OLY","MAC",1,0,"2018-2019"
4,"Regular Season","4_6","DAR","BAR",71,79,18,22,24,7,23,24,11,21,0,0,"BAR","DAR",0,1,"2018-2019"
4,"Regular Season","4_7","PAN","ZAL",83,87,13,20,18,25,20,24,14,18,7,11,"ZAL","PAN",0,1,"2018-2019"
4,"Regular Season","4_8","GRC","CSK",91,106,29,26,22,14,26,26,28,26,0,0,"CSK","GRC",0,1,"2018-2019"
5,"Regular Season","5_1","CSK","OLY",69,65,13,18,21,17,15,20,9,21,0,0,"CSK","OLY",1,0,"2018-2019"
5,"Regular Season","5_2","BAS","DAR",82,56,16,22,26,18,16,14,11,15,0,0,"BAS","DAR",1,0,"2018-2019"
5,"Regular Season","5_3","FEN","BAY",88,84,28,23,14,23,26,22,17,19,0,0,"FEN","BAY",1,0,"2018-2019"
5,"Regular Season","5_4","BAR","MAC",74,58,18,16,25,15,12,21,7,18,0,0,"BAR","MAC",1,0,"2018-2019"
5,"Regular Season","5_5","KHI","GRC",87,72,25,24,28,10,21,12,20,19,0,0,"KHI","GRC",1,0,"2018-2019"
5,"Regular Season","5_6","ZAL","RMB",79,90,32,12,24,11,18,25,19,28,0,0,"RMB","ZAL",0,1,"2018-2019"
5,"Regular Season","5_7","BUD","PAN",67,72,15,16,16,20,18,13,19,22,0,0,"PAN","BUD",0,1,"2018-2019"
5,"Regular Season","5_8","MIL","EFE",81,80,24,19,25,13,17,18,19,26,0,0,"MIL","EFE",1,0,"2018-2019"
6,"Regular Season","6_1","BAY","DAR",116,70,21,33,33,29,17,18,15,20,0,0,"BAY","DAR",1,0,"2018-2019"
6,"Regular Season","6_2","MAC","RMB",66,87,15,8,21,22,18,23,25,21,0,0,"RMB","MAC",0,1,"2018-2019"
6,"Regular Season","6_3","MIL","CSK",85,90,21,20,25,19,16,24,23,27,0,0,"CSK","MIL",0,1,"2018-2019"
6,"Regular Season","6_4","GRC","EFE",90,94,25,27,21,17,24,26,20,24,0,0,"EFE","GRC",0,1,"2018-2019"
6,"Regular Season","6_5","KHI","BAR",80,87,23,15,21,21,19,19,29,20,0,0,"BAR","KHI",0,1,"2018-2019"
6,"Regular Season","6_6","BUD","ZAL",60,72,15,18,15,12,18,15,24,15,0,0,"ZAL","BUD",0,1,"2018-2019"
6,"Regular Season","6_7","PAN","OLY",93,80,21,20,26,26,23,25,14,18,0,0,"PAN","OLY",1,0,"2018-2019"
6,"Regular Season","6_8","BAS","FEN",72,74,20,13,22,17,18,15,15,26,0,0,"FEN","BAS",0,1,"2018-2019"
7,"Regular Season","7_1","DAR","MIL",92,98,19,30,20,23,26,28,14,30,0,0,"MIL","DAR",0,1,"2018-2019"
7,"Regular Season","7_2","BUD","BAS",99,84,26,22,27,24,18,19,23,24,0,0,"BUD","BAS",1,0,"2018-2019"
7,"Regular Season","7_3","OLY","FEN",72,73,18,21,14,19,21,18,11,23,0,0,"FEN","OLY",0,1,"2018-2019"
7,"Regular Season","7_4","RMB","KHI",79,74,19,22,15,23,12,23,20,19,0,0,"RMB","KHI",1,0,"2018-2019"
7,"Regular Season","7_5","EFE","PAN",78,62,19,25,16,18,11,17,18,16,0,0,"EFE","PAN",1,0,"2018-2019"
7,"Regular Season","7_6","ZAL","BAR",85,88,18,16,16,26,23,16,21,16,9,12,"BAR","ZAL",0,1,"2018-2019"
7,"Regular Season","7_7","BAY","CSK",79,93,23,17,25,14,30,26,21,16,0,0,"CSK","BAY",0,1,"2018-2019"
7,"Regular Season","7_8","GRC","MAC",84,78,23,20,22,19,15,23,19,21,0,0,"GRC","MAC",1,0,"2018-2019"
8,"Regular Season","8_1","EFE","MAC",90,77,16,22,24,28,14,17,22,24,0,0,"EFE","MAC",1,0,"2018-2019"
8,"Regular Season","8_2","FEN","DAR",100,79,25,21,22,32,10,27,19,23,0,0,"FEN","DAR",1,0,"2018-2019"
8,"Regular Season","8_3","BAY","OLY",62,72,15,12,16,19,15,16,14,27,0,0,"OLY","BAY",0,1,"2018-2019"
8,"Regular Season","8_4","RMB","GRC",89,76,22,25,15,27,28,15,14,19,0,0,"RMB","GRC",1,0,"2018-2019"
8,"Regular Season","8_5","KHI","BUD",85,69,18,27,20,20,17,13,24,15,0,0,"KHI","BUD",1,0,"2018-2019"
8,"Regular Season","8_6","CSK","ZAL",99,97,16,21,22,27,18,20,22,26,13,11,"CSK","ZAL",1,0,"2018-2019"
8,"Regular Season","8_7","PAN","BAR",76,70,13,21,21,21,10,15,25,20,0,0,"PAN","BAR",1,0,"2018-2019"
8,"Regular Season","8_8","MIL","BAS",93,90,27,20,26,20,26,17,25,22,0,0,"MIL","BAS",1,0,"2018-2019"
9,"Regular Season","9_1","DAR","EFE",88,93,23,23,14,28,19,23,32,19,0,0,"EFE","DAR",0,1,"2018-2019"
9,"Regular Season","9_2","OLY","RMB",88,83,29,23,13,23,22,19,24,18,0,0,"OLY","RMB",1,0,"2018-2019"
9,"Regular Season","9_3","MAC","FEN",70,74,16,25,12,17,13,23,19,19,0,0,"FEN","MAC",0,1,"2018-2019"
9,"Regular Season","9_4","GRC","BAY",74,89,17,25,20,12,21,25,15,28,0,0,"BAY","GRC",0,1,"2018-2019"
9,"Regular Season","9_5","ZAL","KHI",83,84,26,13,18,26,19,18,21,26,0,0,"KHI","ZAL",0,1,"2018-2019"
9,"Regular Season","9_6","BUD","CSK",93,92,17,18,30,28,21,28,18,25,0,0,"BUD","CSK",1,0,"2018-2019"
9,"Regular Season","9_7","BAS","PAN",86,77,20,24,29,13,12,20,23,22,0,0,"BAS","PAN",1,0,"2018-2019"
9,"Regular Season","9_8","BAR","MIL",90,80,24,29,21,16,25,17,12,26,0,0,"BAR","MIL",1,0,"2018-2019"
10,"Regular Season","10_1","DAR","GRC",71,75,25,19,12,15,22,12,23,18,0,0,"GRC","DAR",0,1,"2018-2019"
10,"Regular Season","10_2","ZAL","MIL",83,78,18,22,20,23,23,8,27,20,0,0,"ZAL","MIL",1,0,"2018-2019"
10,"Regular Season","10_3","MAC","BAY",95,71,27,20,20,28,17,12,26,16,0,0,"MAC","BAY",1,0,"2018-2019"
10,"Regular Season","10_4","RMB","CSK",95,71,27,20,20,28,17,12,26,16,0,0,"RMB","CSK",1,0,"2018-2019"
10,"Regular Season","10_5","KHI","PAN",88,93,20,21,20,27,24,14,29,26,0,0,"PAN","KHI",0,1,"2018-2019"
10,"Regular Season","10_6","EFE","BAS",96,85,25,19,31,21,17,25,25,18,0,0,"EFE","BAS",1,0,"2018-2019"
10,"Regular Season","10_7","OLY","BUD",92,70,25,19,32,16,20,17,14,19,0,0,"OLY","BUD",1,0,"2018-2019"
10,"Regular Season","10_8","BAR","FEN",65,84,17,19,11,18,23,22,19,20,0,0,"FEN","BAR",0,1,"2018-2019"
11,"Regular Season","11_1","ZAL","OLY",83,75,19,21,20,23,29,19,11,16,0,0,"ZAL","OLY",1,0,"2018-2019"
11,"Regular Season","11_2","BUD","BAR",67,64,14,17,15,21,15,18,13,18,0,0,"BUD","BAR",1,0,"2018-2019"
11,"Regular Season","11_3","DAR","MAC",71,73,17,25,20,9,17,19,15,22,0,0,"MAC","DAR",0,1,"2018-2019"
11,"Regular Season","11_4","BAY","KHI",72,65,16,15,23,18,16,12,22,15,0,0,"BAY","KHI",1,0,"2018-2019"
11,"Regular Season","11_5","MIL","GRC",86,94,22,18,23,23,20,28,23,23,0,0,"GRC","MIL",0,1,"2018-2019"
11,"Regular Season","11_6","EFE","RMB",82,84,23,29,22,8,23,22,15,24,0,0,"RMB","EFE",0,1,"2018-2019"
11,"Regular Season","11_7","PAN","FEN",69,81,12,21,19,17,18,17,21,25,0,0,"FEN","PAN",0,1,"2018-2019"
11,"Regular Season","11_8","BAS","CSK",76,73,21,19,15,21,21,17,17,18,0,0,"BAS","CSK",1,0,"2018-2019"
12,"Regular Season","12_1","OLY","EFE",88,81,25,23,17,23,12,34,22,13,0,0,"OLY","EFE",1,0,"2018-2019"
12,"Regular Season","12_2","CSK","KHI",88,74,24,25,26,13,17,23,13,21,0,0,"CSK","KHI",1,0,"2018-2019"
12,"Regular Season","12_3","FEN","MIL",92,85,15,25,27,25,21,19,18,27,0,0,"FEN","MIL",1,0,"2018-2019"
12,"Regular Season","12_4","MAC","BAS",79,81,17,24,20,18,22,14,18,27,0,0,"BAS","MAC",0,1,"2018-2019"
12,"Regular Season","12_5","RMB","BAR",92,65,22,31,16,23,17,13,20,15,0,0,"RMB","BAR",1,0,"2018-2019"
12,"Regular Season","12_6","BAY","ZAL",88,84,18,28,17,25,12,26,23,23,0,0,"BAY","ZAL",1,0,"2018-2019"
12,"Regular Season","12_7","PAN","DAR",75,67,22,21,14,18,16,16,21,14,0,0,"PAN","DAR",1,0,"2018-2019"
12,"Regular Season","12_8","GRC","BUD",95,85,26,30,26,13,20,14,23,28,0,0,"GRC","BUD",1,0,"2018-2019"
13,"Regular Season","13_1","EFE","BUD",106,68,29,20,32,25,20,21,12,15,0,0,"EFE","BUD",1,0,"2018-2019"
13,"Regular Season","13_2","FEN","CSK",79,75,18,18,24,19,26,22,14,13,0,0,"FEN","CSK",1,0,"2018-2019"
13,"Regular Season","13_3","BAR","OLY",60,69,14,16,18,12,17,15,23,14,0,0,"OLY","BAR",0,1,"2018-2019"
13,"Regular Season","13_4","GRC","BAS",71,84,27,8,18,18,22,19,27,16,0,0,"BAS","GRC",0,1,"2018-2019"
13,"Regular Season","13_5","DAR","ZAL",71,75,19,20,14,18,15,18,16,26,0,0,"ZAL","DAR",0,1,"2018-2019"
13,"Regular Season","13_6","MAC","KHI",79,63,16,19,26,18,18,13,11,21,0,0,"MAC","KHI",1,0,"2018-2019"
13,"Regular Season","13_7","MIL","BAY",78,80,16,24,17,21,15,26,17,22,0,0,"BAY","MIL",0,1,"2018-2019"
13,"Regular Season","13_8","RMB","PAN",89,68,23,20,20,26,10,21,24,13,0,0,"RMB","PAN",1,0,"2018-2019"
14,"Regular Season","14_1","CSK","EFE",102,84,31,25,21,25,24,30,14,16,0,0,"CSK","EFE",1,0,"2018-2019"
14,"Regular Season","14_2","OLY","GRC",98,77,20,32,21,25,14,19,21,23,0,0,"OLY","GRC",1,0,"2018-2019"
14,"Regular Season","14_3","BUD","FEN",65,89,20,20,15,10,26,14,27,22,0,0,"FEN","BUD",0,1,"2018-2019"
14,"Regular Season","14_4","BAS","BAR",70,77,16,23,16,15,19,23,7,28,0,0,"BAR","BAS",0,1,"2018-2019"
14,"Regular Season","14_5","KHI","DAR",85,84,30,15,24,16,18,25,14,27,0,0,"KHI","DAR",1,0,"2018-2019"
14,"Regular Season","14_6","ZAL","MAC",80,73,16,23,20,21,16,17,20,20,0,0,"ZAL","MAC",1,0,"2018-2019"
14,"Regular Season","14_7","BAY","RMB",72,82,16,15,28,13,27,19,19,17,0,0,"RMB","BAY",0,1,"2018-2019"
14,"Regular Season","14_8","PAN","MIL",83,86,23,17,16,27,21,26,17,22,0,0,"MIL","PAN",0,1,"2018-2019"
15,"Regular Season","15_1","KHI","BAS",85,84,30,15,24,16,18,25,14,27,0,0,"KHI","BAS",1,0,"2018-2019"
15,"Regular Season","15_2","DAR","OLY",80,73,16,23,20,21,16,17,20,20,0,0,"DAR","OLY",1,0,"2018-2019"
