Against,Team,IDGAME,Phase,Player,MIN,PTS,F2M,F2A,F2GP,F3M,F3A,F3GP,FTM,FTA,FTP,OR,DR,TR,AS,ST,TO,BLK,BLKR,PF,RF,PIR,HA,results,Team_PTS,Team_F2A,Team_F3A,Team_FTA,Team_F2M,Team_F3M,Team_FTM,Team_AS,Team_OR,Team_DR,Team_TR,Team_ST,Team_TO,Team_BLK,Team_PF,Team_PIR,Team_opp_PTS,Team_opp_F2A,Team_opp_F3A,Team_opp_FTA,Team_opp_F2M,Team_opp_F3M,Team_opp_FTM,Team_opp_AS,Team_opp_OR,Team_opp_DR,Team_opp_TR,Team_opp_ST,Team_opp_TO,Team_opp_BLK,Team_opp_PF,Team_opp_PIR,Points_per_shoot,Possesions,Offensive_rating,PIE,Assists_Ratio,As_To_ratio,EFG,FT_ratio,Game_score,True_shooting,Turnover_ratio,Usage,OR_percent,Season
BAR,CSK,1-2,Regular Season,Daniel  Hackett,27,11,1,5,20,3,4,75,0,0,#ΑΡΙΘ!,0,2,2,2,1,2,0,0,2,3,10,A,L,66,33,27,18,15,8,12,16,8,17,25,4,13,1,19,55,66,33,27,18,15,8,12,16,8,17,25,4,13,1,19,55,1.22,10.6,103.8,0.11,18.9,1,61.1,0,6.5,61.1,18.87,4,0,2020-2021
BAR,CSK,1-2,Regular Season,Will  Clyburn,30,8,3,6,50,0,3,0,2,5,40,2,2,4,1,1,0,0,0,2,6,9,A,L,66,33,27,18,15,8,12,16,8,17,25,4,13,1,19,55,66,33,27,18,15,8,12,16,8,17,25,4,13,1,19,55,0.57,8.8,90.9,0.03,11.4,#ΑΡΙΘ!,33.3,0.56,4.6,35.7,0,3.7,12.5,2020-2021
CSK,BAR,1-2,Regular Season,Pierre  Oriola,9,0,0,0,#ΑΡΙΘ!,0,0,#ΑΡΙΘ!,0,0,#ΑΡΙΘ!,0,0,0,0,0,3,0,0,4,0,-7,H,W,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,#ΑΡΙΘ!,2.9,0,-0.05,0,0,#ΑΡΙΘ!,#ΑΡΙΘ!,-4.6,#ΑΡΙΘ!,103.45,3.5,0,2020-2021
CSK,BAR,1-2,Regular Season,Alejandro  Abrines,32,13,1,1,100,3,5,60,2,3,66.7,3,4,7,3,0,0,1,0,1,2,22,H,W,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,1.44,4.1,317.1,0.14,73.2,#ΑΡΙΘ!,91.7,0.5,15.7,88.8,0,2.4,30,2020-2021
CSK,BAR,1-2,Regular Season,Cory  Higgins,26,8,3,8,37.5,0,1,0,2,2,100,1,1,2,4,2,0,0,1,1,1,9,H,W,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,0.73,8.5,94.1,0.06,47.1,#ΑΡΙΘ!,33.3,0.22,8.3,40.5,0,4,10,2020-2021
CSK,BAR,1-2,Regular Season,Nikola  Mirotic,29,17,5,8,62.5,1,3,33.3,4,5,80,0,7,7,1,4,5,0,0,3,6,21,H,W,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,1.06,17.5,97.1,0.11,5.7,0.2,59.1,0.45,11.9,64.4,28.57,6.6,0,2020-2021
CSK,BAR,1-2,Regular Season,Nick  Calathes,24,7,2,5,40,1,2,50,0,0,#ΑΡΙΘ!,0,3,3,7,1,1,0,0,3,1,11,H,W,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,1,7.7,90.9,0.08,90.9,7,50,0,7.9,50,12.99,3.5,0,2020-2021
CSK,BAR,1-2,Regular Season,Brandon  Davies,24,18,7,9,77.8,0,0,#ΑΡΙΘ!,4,5,80,0,4,4,0,0,3,1,0,4,7,20,H,W,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,1.29,13.6,132.4,0.09,0,0,77.8,0.56,11.4,80.4,22.06,6.2,0,2020-2021
CSK,BAR,1-2,Regular Season,Adam  Hanga,14,7,2,2,100,1,2,50,0,0,#ΑΡΙΘ!,0,3,3,1,1,1,1,0,2,0,9,H,W,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,1.75,4.8,145.8,0.06,20.8,1,87.5,0,6.9,87.5,20.83,3.7,0,2020-2021
CSK,BAR,1-2,Regular Season,Rolands  Smits,12,2,1,1,100,0,0,#ΑΡΙΘ!,0,0,#ΑΡΙΘ!,1,0,1,1,0,2,1,0,2,1,2,H,W,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,2,1.9,105.3,0,52.6,0.5,100,0,1,100,105.26,2.6,10,2020-2021
CSK,BAR,1-2,Regular Season,Thomas  Heurtel,15,4,1,3,33.3,0,2,0,2,2,100,0,0,0,0,1,2,0,0,0,1,0,H,W,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,0.57,7.6,52.6,-0.01,0,0,20,0.4,-0.1,34,26.32,5.5,0,2020-2021
CSK,BAR,1-2,Regular Season,Victor  Claver,13,0,0,0,#ΑΡΙΘ!,0,0,#ΑΡΙΘ!,0,0,#ΑΡΙΘ!,0,4,4,0,0,0,0,0,2,0,2,H,W,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,76,37,15,17,22,6,14,17,5,26,31,9,17,4,22,89,#ΑΡΙΘ!,0,#ΑΡΙΘ!,0.02,#ΑΡΙΘ!,#ΑΡΙΘ!,#ΑΡΙΘ!,#ΑΡΙΘ!,0.4,#ΑΡΙΘ!,#ΑΡΙΘ!,0,0,2020-2021
BER,MAC,1-3,Regular Season,Scottie  Wilbekin,29,8,1,4,25,2,9,22.2,0,0,#ΑΡΙΘ!,0,7,7,4,0,2,0,0,2,1,6,H,W,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,0.62,14.4,55.6,0.03,27.8,2,30.8,0,2.2,30.8,13.89,4.8,0,2020-2021
BER,MAC,1-3,Regular Season,Angelo  Caloiaro,31,18,5,5,100,1,3,33.3,5,5,100,1,3,4,2,3,2,0,0,2,4,25,H,W,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,1.38,10.8,166.7,0.14,18.5,1,81.2,0.62,18,88.2,18.52,3.7,6.2,2020-2021
BER,MAC,1-3,Regular Season,Tyler  Dorsey,23,8,2,4,50,1,3,33.3,1,1,100,0,2,2,3,0,0,0,1,0,3,11,H,W,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,1,7.1,112.7,0.06,42.3,#ΑΡΙΘ!,50,0.14,7,53.8,0,3,0,2020-2021
BER,MAC,1-3,Regular Season,Oz  Blayzer,16,4,2,3,66.7,0,2,0,0,0,#ΑΡΙΘ!,0,1,1,1,1,1,0,0,1,2,4,H,W,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,0.8,5.8,69,0.01,17.2,1,40,0,1.9,40,17.24,3.5,0,2020-2021
BER,MAC,1-3,Regular Season,Ante  Zizic,15,6,2,3,66.7,0,0,#ΑΡΙΘ!,2,2,100,1,2,3,2,0,5,0,0,3,1,3,H,W,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,1.2,7.6,78.9,0.01,26.3,0.4,66.7,0.67,1.2,77.3,65.79,5.5,6.2,2020-2021
BER,MAC,1-3,Regular Season,Elijah  Bryant,20,9,2,4,50,1,3,33.3,2,2,100,2,3,5,3,1,1,0,0,2,1,12,H,W,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,1,6.6,136.4,0.07,45.5,3,50,0.29,8.9,57.1,15.15,4.1,12.5,2020-2021
BER,MAC,1-3,Regular Season,Chris  Jones,27,12,3,5,60,2,5,40,0,0,#ΑΡΙΘ!,1,1,2,7,0,1,0,1,2,1,13,H,W,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,1.2,9.6,125,0.08,72.9,7,60,0,11.1,60,10.42,3.8,6.2,2020-2021
BER,MAC,1-3,Regular Season,Othello  Hunter,23,12,6,11,54.5,0,0,#ΑΡΙΘ!,0,0,#ΑΡΙΘ!,3,3,6,0,2,2,1,0,3,2,13,H,W,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,1.09,9.6,125,0.06,0,0,54.5,0,9.2,54.5,20.83,5.3,18.8,2020-2021
BER,MAC,1-3,Regular Season,Sandy  Cohen,12,3,1,2,50,0,0,#ΑΡΙΘ!,1,1,100,0,4,4,1,2,0,0,1,3,1,6,H,W,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,1,2.3,130.4,0.04,43.5,#ΑΡΙΘ!,50,0.5,4.7,61.5,0,1.9,0,2020-2021
BER,MAC,1-3,Regular Season,Dragan  Bender,3,0,0,0,#ΑΡΙΘ!,0,0,#ΑΡΙΘ!,0,0,#ΑΡΙΘ!,0,1,1,0,0,1,0,0,0,0,0,H,W,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,80,41,25,11,24,7,11,23,8,27,35,9,15,1,18,93,#ΑΡΙΘ!,1,0,0,0,0,#ΑΡΙΘ!,#ΑΡΙΘ!,-0.7,#ΑΡΙΘ!,100,3.1,0,2020-2021
MAC,BER,1-3,Regular Season,Peyton  Siva,23,10,1,3,33.3,2,6,33.3,2,2,100,0,3,3,7,1,3,1,0,2,1,12,A,L,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,0.91,12.4,80.6,0.1,56.5,2.3,44.4,0.22,8.6,50.6,24.19,5.4,0,2020-2021
MAC,BER,1-3,Regular Season,Marcus  Eriksson,21,18,3,4,75,4,8,50,0,0,#ΑΡΙΘ!,0,1,1,1,0,0,0,0,1,1,15,A,L,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,1.5,11.5,156.5,0.13,8.7,#ΑΡΙΘ!,75,0,13,75,0,5.5,0,2020-2021
MAC,BER,1-3,Regular Season,Louis  Olinde,14,2,1,4,25,0,0,#ΑΡΙΘ!,0,0,#ΑΡΙΘ!,2,2,4,0,0,0,0,0,2,2,3,A,L,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,0.5,1.9,105.3,0,0,#ΑΡΙΘ!,25,0,0.8,25,0,2.7,12.5,2020-2021
MAC,BER,1-3,Regular Season,Johannes  Thiemann,20,7,2,3,66.7,1,3,33.3,0,0,#ΑΡΙΘ!,1,1,2,0,0,0,0,0,0,2,8,A,L,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,1.17,4.8,145.8,0.05,0,#ΑΡΙΘ!,58.3,0,5,58.3,0,2.9,6.2,2020-2021
MAC,BER,1-3,Regular Season,Luke  Sikma,15,2,1,2,50,0,1,0,0,0,#ΑΡΙΘ!,1,2,3,1,0,4,0,0,4,0,-4,A,L,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,0.67,5.8,34.5,-0.04,17.2,0.2,33.3,0,-3.3,33.3,68.97,4.5,6.2,2020-2021
MAC,BER,1-3,Regular Season,Maodo  Lo,15,0,0,3,0,0,1,0,0,0,#ΑΡΙΘ!,0,2,2,2,1,0,0,0,0,1,2,A,L,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,0,3.8,0,0.01,52.6,#ΑΡΙΘ!,0,0,0.2,0,0,2.6,0,2020-2021
MAC,BER,1-3,Regular Season,Niels  Giffey,21,2,1,3,33.3,0,2,0,0,0,#ΑΡΙΘ!,0,2,2,2,0,6,0,0,3,1,-6,A,L,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,0.4,10.6,18.9,-0.07,18.9,0.3,20,0,-6.3,20,56.6,5,0,2020-2021
MAC,BER,1-3,Regular Season,Jonas  Mattisseck,12,0,0,0,#ΑΡΙΘ!,0,2,0,0,0,#ΑΡΙΘ!,0,1,1,0,0,0,0,0,2,0,-3,A,L,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,0,1.9,0,-0.03,0,#ΑΡΙΘ!,0,0,-1.9,0,0,1.6,0,2020-2021
MAC,BER,1-3,Regular Season,Simone  Fontecchio,20,16,2,3,66.7,2,3,66.7,6,6,100,1,7,8,0,1,0,0,1,1,6,27,A,L,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,1.33,7.3,219.2,0.2,0,#ΑΡΙΘ!,83.3,1,16.8,92.6,0,4.1,6.2,2020-2021
MAC,BER,1-3,Regular Season,Jayson  Granger,18,10,1,3,33.3,2,6,33.3,2,2,100,0,1,1,1,1,0,0,0,1,2,8,A,L,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,0.91,9.5,105.3,0.06,10.5,#ΑΡΙΘ!,44.4,0.22,6.5,50.6,0,5.3,0,2020-2021
MAC,BER,1-3,Regular Season,Ben  Lammers,20,6,3,5,60,0,0,#ΑΡΙΘ!,0,0,#ΑΡΙΘ!,3,2,5,0,2,1,2,0,0,2,14,A,L,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,73,33,32,10,15,11,10,14,8,24,32,6,14,3,16,76,1.2,2.9,206.9,0.09,0,0,60,0,8.8,60,34.48,2.9,18.8,2020-2021
