"Fixture","Phase","IDGAME","Home","Away","Home_Points","Away_Points","Q1H","Q2H","Q3H","Q4H","Q1A","Q2A","Q3A","Q4A","EXH","EXA","Winner","Loser","Home_win","Away_win","Season"
1,"Regular Season","1_1","MAC","BAY",69,68,25,15,14,15,18,14,26,10,0,0,"MAC","BAY",1,0,"2021-2022"
1,"Regular Season","1_2","MIL","CSK",84,74,21,23,18,22,29,16,14,15,0,0,"MIL","CSK",1,0,"2021-2022"
1,"Regular Season","1_3","ASM","PAN",75,63,22,16,18,19,15,13,16,19,0,0,"ASM","PAN",1,0,"2021-2022"
1,"Regular Season","1_4","RMB","EFE",82,69,32,18,18,14,15,20,13,21,0,0,"RMB","EFE",1,0,"2021-2022"
1,"Regular Season","1_5","BAR","BER",96,64,28,22,13,33,15,14,17,18,0,0,"BAR","BER",1,0,"2021-2022"
1,"Regular Season","1_6","OLY","BAS",75,50,28,19,16,12,13,9,20,8,0,0,"OLY","BAS",1,0,"2021-2022"
1,"Regular Season","1_7","FEN","CRV",61,57,18,10,17,16,15,11,11,20,0,0,"FEN","CRV",1,0,"2021-2022"
1,"Regular Season","1_8","UNS","ZEN",69,70,22,11,16,20,18,15,18,19,0,0,"ZEN","UNS",0,1,"2021-2022"
1,"Regular Season","1_9","VIL","ZAL",88,76,19,25,19,25,16,20,19,21,0,0,"VIL","ZAL",1,0,"2021-2022"
2,"Regular Season","2_1","BAY","BAR",72,80,15,18,14,25,16,28,19,17,0,0,"BAR","BAY",0,1,"2021-2022"
2,"Regular Season","2_2","MAC","CRV",63,75,10,17,10,26,20,15,19,21,0,0,"CRV","MAC",0,1,"2021-2022"
2,"Regular Season","2_3","PAN","FEN",91,87,20,25,19,27,21,25,21,20,0,0,"PAN","FEN",1,0,"2021-2022"
2,"Regular Season","2_4","ZAL","ZEN",64,70,16,18,17,13,21,19,15,15,0,0,"ZEN","ZAL",0,1,"2021-2022"
2,"Regular Season","2_5","BER","VIL",67,71,18,13,12,24,13,21,15,22,0,0,"VIL","BER",0,1,"2021-2022"
2,"Regular Season","2_6","EFE","CSK",96,100,21,25,22,28,26,25,28,21,0,0,"CSK","EFE",0,1,"2021-2022"
2,"Regular Season","2_7","OLY","RMB",74,68,13,22,19,20,10,26,16,16,0,0,"OLY","RMB",1,0,"2021-2022"
2,"Regular Season","2_8","UNS","ASM",80,88,15,20,23,16,18,21,11,24,6,14,"ASM","UNS",0,1,"2021-2022"
2,"Regular Season","2_9","BAS","MIL",64,78,17,13,17,17,19,19,19,21,0,0,"MIL","BAS",0,1,"2021-2022"
3,"Regular Season","3_1","BER","FEN",84,70,18,9,30,27,19,16,18,17,0,0,"BER","FEN",1,0,"2021-2022"
3,"Regular Season","3_2","CSK","ZEN",77,67,21,15,23,18,14,17,21,15,0,0,"CSK","ZEN",1,0,"2021-2022"
3,"Regular Season","3_3","MIL","MAC",83,72,26,26,11,20,15,15,19,23,0,0,"MIL","MAC",1,0,"2021-2022"
3,"Regular Season","3_4","UNS","BAY",73,70,12,14,19,28,19,18,13,20,0,0,"UNS","BAY",1,0,"2021-2022"
