"Fixture","Phase","IDGAME","Home","Away","Home_Points","Away_Points","Q1H","Q2H","Q3H","Q4H","Q1A","Q2A","Q3A","Q4A","EXH","EXA","Winner","Loser","Home_win","Away_win","Season"
3,"Regular Season","3_8","BAS","CRV",92,75,23,19,17,33,24,23,10,18,0,0,"BAS","CRV",1,0,"2022-2023"
3,"Regular Season","3_9","RMB","OLY",87,89,21,17,24,25,20,17,26,26,0,0,"OLY","RMB",0,1,"2022-2023"
4,"Regular Season","4_1","ZAL","BAR",73,72,20,24,11,18,19,16,21,16,0,0,"ZAL","BAR",1,0,"2022-2023"
4,"Regular Season","4_2","FEN","VAL",79,77,20,14,26,19,25,18,15,19,0,0,"FEN","VAL",1,0,"2022-2023"
4,"Regular Season","4_3","MAC","VIL",88,69,15,27,26,20,21,20,11,17,0,0,"MAC","VIL",1,0,"2022-2023"
4,"Regular Season","4_4","BAY","MIL",81,83,22,21,23,15,16,21,26,20,0,0,"MIL","BAY",0,1,"2022-2023"
4,"Regular Season","4_5","PAR","BOL",90,62,27,24,18,21,11,21,15,15,0,0,"PAR","BOL",1,0,"2022-2023"
4,"Regular Season","4_6","EFE","BER",78,74,22,19,17,20,23,14,23,14,0,0,"EFE","BER",1,0,"2022-2023"
4,"Regular Season","4_7","PAN","ASM",80,83,13,21,25,21,29,11,20,23,0,0,"ASM","PAN",0,1,"2022-2023"
4,"Regular Season","4_8","RMB","CRV",72,56,25,14,15,18,10,20,14,12,0,0,"RMB","CRV",1,0,"2022-2023"
4,"Regular Season","4_9","BAS","OLY",92,97,16,31,27,18,32,10,23,32,0,0,"OLY","BAS",0,1,"2022-2023"
5,"Regular Season","5_1","MAC","PAN",85,74,20,27,22,16,17,25,17,15,0,0,"MAC","PAN",1,0,"2022-2023"
5,"Regular Season","5_2","PAR","ZAL",87,76,20,24,16,27,22,14,21,19,0,0,"PAR","ZAL",1,0,"2022-2023"
5,"Regular Season","5_3","VAL","BER",87,73,23,27,22,15,20,19,16,18,0,0,"VAL","BER",1,0,"2022-2023"
5,"Regular Season","5_4","OLY","ASM",76,81,16,21,14,25,17,16,23,25,0,0,"ASM","OLY",0,1,"2022-2023"
5,"Regular Season","5_5","RMB","BOL",91,95,24,21,19,27,18,23,27,27,0,0,"BOL","RMB",0,1,"2022-2023"
5,"Regular Season","5_6","CRV","BAY",78,72,28,16,21,13,17,26,14,15,0,0,"CRV","BAY",1,0,"2022-2023"
5,"Regular Season","5_7","EFE","FEN",79,88,27,17,18,17,26,23,22,17,0,0,"FEN","EFE",0,1,"2022-2023"
5,"Regular Season","5_8","BAR","MIL",74,56,21,22,18,13,21,8,12,15,0,0,"BAR","MIL",1,0,"2022-2023"
5,"Regular Season","5_9","VIL","BAS",87,61,24,24,25,14,10,20,22,9,0,0,"VIL","BAS",1,0,"2022-2023"
6,"Regular Season","6_1","ASM","CRV",85,77,17,21,21,26,19,12,22,24,0,0,"ASM","CRV",1,0,"2022-2023"
6,"Regular Season","6_2","PAN","PAR",89,91,16,25,23,25,31,23,14,23,0,0,"PAR","PAN",0,1,"2022-2023"
6,"Regular Season","6_3","MIL","RMB",77,83,20,30,11,16,23,24,20,16,0,0,"RMB","MIL",0,1,"2022-2023"
6,"Regular Season","6_4","BAY","EFE",81,78,18,20,24,19,18,21,22,17,0,0,"BAY","EFE",1,0,"2022-2023"
6,"Regular Season","6_5","ZAL","BER",88,81,13,19,22,34,25,19,17,20,0,0,"ZAL","BER",1,0,"2022-2023"
6,"Regular Season","6_6","BAR","FEN",81,80,21,18,23,19,19,17,13,31,0,0,"BAR","FEN",1,0,"2022-2023"
6,"Regular Season","6_7","OLY","VAL",82,83,28,19,24,11,22,12,24,25,0,0,"VAL","OLY",0,1,"2022-2023"
6,"Regular Season","6_8","BAS","MAC",116,87,35,28,27,26,20,22,25,20,0,0,"BAS","MAC",1,0,"2022-2023"
6,"Regular Season","6_9","BOL","VIL",79,84,22,28,14,15,18,18,27,21,0,0,"VIL","BOL",0,1,"2022-2023"
7,"Regular Season","7_1","BER","BAY",77,79,15,24,19,19,26,19,23,11,0,0,"BAY","BER",0,1,"2022-2023"
7,"Regular Season","7_2","OLY","PAR",87,58,22,23,23,19,14,24,16,4,0,0,"OLY","PAR",1,0,"2022-2023"
7,"Regular Season","7_3","VIL","ZAL",76,93,24,22,21,9,22,28,19,24,0,0,"ZAL","VIL",0,1,"2022-2023"
7,"Regular Season","7_4","MAC","BAR",79,86,20,23,18,18,23,17,22,24,0,0,"BAR","MAC",0,1,"2022-2023"
7,"Regular Season","7_5","RMB","EFE",94,85,26,28,15,25,19,24,20,22,0,0,"RMB","EFE",1,0,"2022-2023"
7,"Regular Season","7_6","FEN","CRV",93,79,24,18,24,27,23,18,16,22,0,0,"FEN","CRV",1,0,"2022-2023"
7,"Regular Season","7_7","PAN","BAS",98,83,22,16,29,31,18,25,16,24,0,0,"PAN","BAS",1,0,"2022-2023"
7,"Regular Season","7_8","MIL","BOL",59,64,23,12,6,18,12,27,14,11,0,0,"BOL","MIL",0,1,"2022-2023"
7,"Regular Season","7_9","VAL","ASM",89,84,20,21,23,25,20,20,14,30,0,0,"VAL","ASM",1,0,"2022-2023"
8,"Regular Season","8_1","EFE","BAR",96,86,16,29,21,30,22,19,16,29,0,0,"EFE","BAR",1,0,"2022-2023"
8,"Regular Season","8_2","CRV","VIL",71,67,17,21,16,17,14,9,30,14,0,0,"CRV","VIL",1,0,"2022-2023"
8,"Regular Season","8_3","BAY","OLY",71,82,11,23,20,17,27,13,27,15,0,0,"OLY","BAY",0,1,"2022-2023"
8,"Regular Season","8_4","BOL","VAL",89,59,24,18,24,23,8,17,17,17,0,0,"BOL","VAL",1,0,"2022-2023"
8,"Regular Season","8_5","RMB","BER",90,72,26,27,17,20,20,17,15,20,0,0,"RMB","BER",1,0,"2022-2023"
8,"Regular Season","8_6","FEN","PAN",107,77,22,33,23,29,25,15,15,22,0,0,"FEN","PAN",1,0,"2022-2023"
8,"Regular Season","8_7","ASM","BAS",79,74,20,28,10,21,24,21,18,11,0,0,"ASM","BAS",1,0,"2022-2023"
8,"Regular Season","8_8","ZAL","MIL",71,62,16,18,15,22,11,13,15,23,0,0,"ZAL","MIL",1,0,"2022-2023"
8,"Regular Season","8_9","PAR","MAC",96,88,22,27,20,27,26,24,18,20,0,0,"PAR","MAC",1,0,"2022-2023"
9,"Regular Season","9_1","ASM","FEN",93,96,18,20,22,33,21,24,34,17,0,0,"FEN","ASM",0,1,"2022-2023"
9,"Regular Season","9_2","BER","CRV",79,85,19,21,17,18,20,17,18,20,4,10,"CRV","BER",0,1,"2022-2023"
9,"Regular Season","9_3","MAC","OLY",90,84,22,21,20,27,20,25,24,15,0,0,"MAC","OLY",1,0,"2022-2023"
9,"Regular Season","9_4","MIL","EFE",51,80,18,16,7,10,18,16,21,25,0,0,"EFE","MIL",0,1,"2022-2023"
9,"Regular Season","9_5","VAL","RMB",73,80,19,12,15,27,31,10,18,21,0,0,"RMB","VAL",0,1,"2022-2023"
9,"Regular Season","9_6","BAR","PAR",79,68,17,22,25,15,21,11,17,19,0,0,"BAR","PAR",1,0,"2022-2023"
9,"Regular Season","9_8","PAN","BOL",88,85,12,26,29,9,21,20,21,14,12,9,"PAN","BOL",1,0,"2022-2023"
9,"Regular Season","9_7","VIL","BAY",74,75,15,18,20,21,25,17,11,22,0,0,"BAY","VIL",0,1,"2022-2023"
9,"Regular Season","9_9","BAS","ZAL",93,73,21,21,22,29,20,24,14,15,0,0,"BAS","ZAL",1,0,"2022-2023"
10,"Regular Season","10_1","CRV","MAC",69,68,27,9,14,19,18,11,18,21,0,0,"CRV","MAC",1,0,"2022-2023"
10,"Regular Season","10_2","OLY","BER",86,76,18,21,22,25,21,17,21,17,0,0,"OLY","BER",1,0,"2022-2023"
10,"Regular Season","10_3","MIL","FEN",72,82,21,16,11,24,15,17,26,24,0,0,"FEN","MIL",0,1,"2022-2023"
10,"Regular Season","10_4","RMB","PAR",105,97,32,22,32,19,40,11,23,23,0,0,"RMB","PAR",1,0,"2022-2023"
10,"Regular Season","10_5","ASM","BAY",80,79,17,17,19,27,14,19,17,29,0,0,"ASM","BAY",1,0,"2022-2023"
10,"Regular Season","10_6","BAR","BAS",96,84,22,30,24,20,22,26,25,11,0,0,"BAR","BAS",1,0,"2022-2023"
10,"Regular Season","10_7","PAN","VIL",77,58,15,24,27,11,11,13,13,21,0,0,"PAN","VIL",1,0,"2022-2023"
10,"Regular Season","10_8","BOL","EFE",80,85,18,16,19,27,19,21,23,22,0,0,"EFE","BOL",0,1,"2022-2023"
10,"Regular Season","10_9","VAL","ZAL",76,80,31,13,17,15,24,13,22,21,0,0,"ZAL","VAL",0,1,"2022-2023"
11,"Regular Season","11_1","EFE","OLY",82,71,13,20,19,30,18,23,12,18,0,0,"EFE","OLY",1,0,"2022-2023"
11,"Regular Season","11_2","BER","BAR",86,88,19,27,11,29,30,15,26,17,0,0,"BAR","BER",0,1,"2022-2023"
11,"Regular Season","11_3","VIL","ASM",75,84,20,25,15,15,20,25,15,24,0,0,"ASM","VIL",0,1,"2022-2023"
11,"Regular Season","11_4","BAS","MIL",78,62,24,14,16,24,9,18,18,17,0,0,"BAS","MIL",1,0,"2022-2023"
11,"Regular Season","11_5","PAR","VAL",96,100,21,22,21,20,21,16,23,24,12,16,"VAL","PAR",0,1,"2022-2023"
11,"Regular Season","11_6","FEN","RMB",71,85,16,18,20,17,25,21,22,17,0,0,"RMB","FEN",0,1,"2022-2023"
11,"Regular Season","11_7","CRV","BOL",83,74,17,25,25,16,23,18,14,19,0,0,"CRV","BOL",1,0,"2022-2023"
11,"Regular Season","11_8","ZAL","PAN",67,81,13,15,25,14,27,17,16,21,0,0,"PAN","ZAL",0,1,"2022-2023"
11,"Regular Season","11_9","BAY","MAC",98,89,26,24,23,25,24,20,23,22,0,0,"BAY","MAC",1,0,"2022-2023"
12,"Regular Season","12_1","BER","FEN",75,104,18,17,17,23,24,30,30,20,0,0,"FEN","BER",0,1,"2022-2023"
12,"Regular Season","12_2","PAN","MIL",90,77,13,20,19,20,22,20,17,13,18,5,"PAN","MIL",1,0,"2022-2023"
12,"Regular Season","12_3","MAC","VAL",84,68,15,20,18,31,10,17,20,21,0,0,"MAC","VAL",1,0,"2022-2023"
12,"Regular Season","12_4","PAR","CRV",73,76,20,13,19,21,11,29,14,22,0,0,"CRV","PAR",0,1,"2022-2023"
12,"Regular Season","12_5","RMB","ASM",94,95,23,25,14,26,17,28,20,23,6,7,"ASM","RMB",0,1,"2022-2023"
12,"Regular Season","12_6","ZAL","EFE",60,86,19,14,15,12,25,8,30,23,0,0,"EFE","ZAL",0,1,"2022-2023"
12,"Regular Season","12_7","BAR","VIL",74,75,15,31,16,12,21,19,17,18,0,0,"VIL","BAR",0,1,"2022-2023"
12,"Regular Season","12_8","OLY","BOL",117,71,31,30,23,33,15,20,20,16,0,0,"OLY","BOL",1,0,"2022-2023"
12,"Regular Season","12_9","BAS","BAY",78,53,17,27,11,23,10,20,12,11,0,0,"BAS","BAY",1,0,"2022-2023"
13,"Regular Season","13_1","CRV","ZAL",77,73,14,22,20,21,22,15,21,15,0,0,"CRV","ZAL",1,0,"2022-2023"
13,"Regular Season","13_2","VIL","PAR",91,87,25,22,26,18,25,23,18,21,0,0,"VIL","PAR",1,0,"2022-2023"
13,"Regular Season","13_3","OLY","FEN",94,67,31,27,16,20,11,20,20,16,0,0,"OLY","FEN",1,0,"2022-2023"
13,"Regular Season","13_4","MIL","MAC",71,77,21,19,19,12,21,11,27,18,0,0,"MAC","MIL",0,1,"2022-2023"
13,"Regular Season","13_5","BAY","RMB",64,68,22,17,11,14,21,21,12,14,0,0,"RMB","BAY",0,1,"2022-2023"
13,"Regular Season","13_6","VAL","PAN",94,91,20,24,26,14,26,15,22,21,10,7,"VAL","PAN",1,0,"2022-2023"
13,"Regular Season","13_7","EFE","BAS",78,83,23,23,12,20,21,15,28,19,0,0,"BAS","EFE",0,1,"2022-2023"
13,"Regular Season","13_8","ASM","BAR",63,69,13,16,16,18,16,18,26,9,0,0,"BAR","ASM",0,1,"2022-2023"
13,"Regular Season","13_9","BOL","BER",82,76,18,22,23,19,15,14,23,24,0,0,"BOL","BER",1,0,"2022-2023"
14,"Regular Season","14_1","CRV","MIL",67,71,16,13,20,18,26,17,14,14,0,0,"MIL","CRV",0,1,"2022-2023"
14,"Regular Season","14_2","ZAL","RMB",81,72,18,19,19,25,21,14,20,17,0,0,"ZAL","RMB",1,0,"2022-2023"
14,"Regular Season","14_3","VIL","OLY",77,75,18,13,19,27,28,19,14,14,0,0,"VIL","OLY",1,0,"2022-2023"
14,"Regular Season","14_4","BAY","VAL",97,92,23,20,26,28,26,13,26,27,0,0,"BAY","VAL",1,0,"2022-2023"
14,"Regular Season","14_5","FEN","BAS",70,76,13,20,23,14,21,31,15,9,0,0,"BAS","FEN",0,1,"2022-2023"
14,"Regular Season","14_6","ASM","BER",92,89,28,24,20,20,25,19,21,24,0,0,"ASM","BER",1,0,"2022-2023"
14,"Regular Season","14_7","BAR","PAN",74,68,28,15,19,12,12,18,21,17,0,0,"BAR","PAN",1,0,"2022-2023"
14,"Regular Season","14_8","PAR","EFE",82,79,14,14,25,29,10,27,17,25,0,0,"PAR","EFE",1,0,"2022-2023"
14,"Regular Season","14_9","BOL","MAC",78,73,20,24,13,21,16,25,19,13,0,0,"BOL","MAC",1,0,"2022-2023"
15,"Regular Season","15_1","FEN","PAR",72,73,19,18,20,15,16,17,18,22,0,0,"PAR","FEN",0,1,"2022-2023"
15,"Regular Season","15_2","BER","MAC",70,83,21,26,16,7,19,21,21,22,0,0,"MAC","BER",0,1,"2022-2023"
15,"Regular Season","15_3","OLY","CRV",86,90,22,23,17,24,21,20,24,25,0,0,"CRV","OLY",0,1,"2022-2023"
15,"Regular Season","15_4","BAS","BOL",90,79,17,28,18,27,14,17,20,28,0,0,"BAS","BOL",1,0,"2022-2023"
15,"Regular Season","15_5","RMB","VIL",92,73,25,20,25,22,22,12,25,14,0,0,"RMB","VIL",1,0,"2022-2023"
15,"Regular Season","15_6","EFE","PAN",88,69,21,21,25,21,13,13,22,21,0,0,"EFE","PAN",1,0,"2022-2023"
15,"Regular Season","15_7","ZAL","BAY",75,67,26,18,16,15,21,14,13,19,0,0,"ZAL","BAY",1,0,"2022-2023"
15,"Regular Season","15_8","VAL","BAR",84,83,20,21,21,22,20,18,21,24,0,0,"VAL","BAR",1,0,"2022-2023"
15,"Regular Season","15_9","MIL","ASM",79,71,24,10,17,28,21,26,15,9,0,0,"MIL","ASM",1,0,"2022-2023"
16,"Regular Season","16_1","ASM","ZAL",84,82,17,25,18,24,26,23,15,18,0,0,"ASM","ZAL",1,0,"2022-2023"
16,"Regular Season","16_2","MAC","EFE",80,72,26,18,13,23,19,26,20,7,0,0,"MAC","EFE",1,0,"2022-2023"
16,"Regular Season","16_3","MIL","VAL",90,79,29,21,21,19,22,21,17,19,0,0,"MIL","VAL",1,0,"2022-2023"
16,"Regular Season","16_4","PAR","BAY",83,77,19,22,18,24,14,15,20,28,0,0,"PAR","BAY",1,0,"2022-2023"
16,"Regular Season","16_5","BAS","RMB",92,86,24,35,14,19,28,15,26,17,0,0,"BAS","RMB",1,0,"2022-2023"
16,"Regular Season","16_6","CRV","BAR",94,99,17,23,25,19,28,15,14,27,10,15,"BAR","CRV",0,1,"2022-2023"
16,"Regular Season","16_7","VIL","BER",79,91,27,22,16,14,15,32,26,18,0,0,"BER","VIL",0,1,"2022-2023"
16,"Regular Season","16_8","PAN","OLY",71,95,20,16,14,21,26,27,20,22,0,0,"OLY","PAN",0,1,"2022-2023"
16,"Regular Season","16_9","BOL","FEN",92,88,23,23,19,27,25,21,22,20,0,0,"BOL","FEN",1,0,"2022-2023"
17,"Regular Season","17_1","ZAL","FEN",86,66,21,20,26,19,15,15,10,26,0,0,"ZAL","FEN",1,0,"2022-2023"
17,"Regular Season","17_2","BER","BAS",85,84,27,27,23,8,20,28,19,17,0,0,"BER","BAS",1,0,"2022-2023"
17,"Regular Season","17_3","BAR","BOL",75,83,15,24,18,18,26,16,18,23,0,0,"BOL","BAR",0,1,"2022-2023"
17,"Regular Season","17_4","BAY","PAN",84,68,21,22,18,23,11,17,16,24,0,0,"BAY","PAN",1,0,"2022-2023"
17,"Regular Season","17_5","PAR","ASM",100,80,26,22,21,31,17,30,21,12,0,0,"PAR","ASM",1,0,"2022-2023"
17,"Regular Season","17_6","EFE","VIL",78,72,17,12,23,26,19,17,22,14,0,0,"EFE","VIL",1,0,"2022-2023"
17,"Regular Season","17_7","OLY","MIL",82,66,27,17,15,23,15,23,6,22,0,0,"OLY","MIL",1,0,"2022-2023"
17,"Regular Season","17_8","VAL","CRV",75,77,19,23,16,17,24,23,14,16,0,0,"CRV","VAL",0,1,"2022-2023"
17,"Regular Season","17_9","RMB","MAC",98,65,22,29,27,20,7,27,15,16,0,0,"RMB","MAC",1,0,"2022-2023"
18,"Regular Season","18_1","ASM","OLY",64,60,8,23,15,18,20,14,8,18,0,0,"ASM","OLY",1,0,"2022-2023"
18,"Regular Season","18_2","CRV","RMB",59,79,16,18,17,8,25,13,19,22,0,0,"RMB","CRV",0,1,"2022-2023"
18,"Regular Season","18_3","BER","MIL",83,63,20,25,15,23,12,21,18,12,0,0,"BER","MIL",1,0,"2022-2023"
18,"Regular Season","18_4","PAN","FEN",88,94,19,20,20,19,18,18,15,27,10,16,"FEN","PAN",0,1,"2022-2023"
18,"Regular Season","18_5","BAY","BAS",92,79,34,18,23,17,24,20,16,19,0,0,"BAY","BAS",1,0,"2022-2023"
18,"Regular Season","18_6","BOL","ZAL",77,87,13,23,24,17,24,16,20,27,0,0,"ZAL","BOL",0,1,"2022-2023"
18,"Regular Season","18_7","VIL","BAR",75,82,15,18,27,15,11,31,21,19,0,0,"BAR","VIL",0,1,"2022-2023"
18,"Regular Season","18_8","MAC","PAR",90,81,24,22,18,26,13,26,14,28,0,0,"MAC","PAR",1,0,"2022-2023"
18,"Regular Season","18_9","VAL","EFE",81,71,16,15,21,29,13,17,26,15,0,0,"VAL","EFE",1,0,"2022-2023"
19,"Regular Season","19_1","FEN","BAY",79,71,19,27,21,12,18,21,10,22,0,0,"FEN","BAY",1,0,"2022-2023"
19,"Regular Season","19_2","CRV","ASM",92,68,23,31,18,20,15,21,14,18,0,0,"CRV","ASM",1,0,"2022-2023"
19,"Regular Season","19_3","BER","RMB",77,84,12,23,24,18,25,21,20,18,0,0,"RMB","BER",0,1,"2022-2023"
19,"Regular Season","19_4","BOL","OLY",83,85,22,16,15,30,22,20,21,22,0,0,"OLY","BOL",0,1,"2022-2023"
19,"Regular Season","19_5","MIL","ZAL",61,66,9,18,13,21,19,18,22,7,0,0,"ZAL","MIL",0,1,"2022-2023"
19,"Regular Season","19_6","BAR","EFE",75,80,9,19,20,27,21,18,23,18,0,0,"EFE","BAR",0,1,"2022-2023"
19,"Regular Season","19_7","VIL","VAL",79,83,16,21,23,19,22,30,10,21,0,0,"VAL","VIL",0,1,"2022-2023"
19,"Regular Season","19_8","PAN","MAC",88,86,24,21,20,23,17,20,21,28,0,0,"PAN","MAC",1,0,"2022-2023"
19,"Regular Season","19_9","PAR","BAS",83,65,29,18,20,16,17,19,14,15,0,0,"PAR","BAS",1,0,"2022-2023"
20,"Regular Season","20_1","FEN","ASM",98,94,20,19,21,24,20,27,13,24,14,10,"FEN","ASM",1,0,"2022-2023"
20,"Regular Season","20_2","MAC","BER",87,74,25,13,25,24,10,18,22,24,0,0,"MAC","BER",1,0,"2022-2023"
20,"Regular Season","20_3","BAS","BAR",78,85,28,12,23,15,28,19,17,21,0,0,"BAR","BAS",0,1,"2022-2023"
20,"Regular Season","20_4","BOL","PAN",74,64,18,25,12,19,11,19,21,13,0,0,"BOL","PAN",1,0,"2022-2023"
20,"Regular Season","20_5","VAL","PAR",89,81,27,20,22,20,18,19,21,23,0,0,"VAL","PAR",1,0,"2022-2023"
20,"Regular Season","20_6","EFE","BAY",81,89,21,19,24,17,24,12,23,30,0,0,"BAY","EFE",0,1,"2022-2023"
20,"Regular Season","20_7","ZAL","CRV",71,66,20,18,12,21,14,16,26,10,0,0,"ZAL","CRV",1,0,"2022-2023"
20,"Regular Season","20_8","OLY","RMB",73,60,19,17,18,19,15,13,16,16,0,0,"OLY","RMB",1,0,"2022-2023"
20,"Regular Season","20_9","MIL","VIL",73,79,17,20,20,16,19,23,15,22,0,0,"VIL","MIL",0,1,"2022-2023"
21,"Regular Season","21_1","BER","VAL",88,94,25,22,21,20,24,26,17,27,0,0,"VAL","BER",0,1,"2022-2023"
21,"Regular Season","21_2","VIL","FEN",91,77,25,23,23,20,12,21,22,22,0,0,"VIL","FEN",1,0,"2022-2023"
21,"Regular Season","21_3","PAN","ZAL",89,65,19,8,37,25,24,18,16,7,0,0,"PAN","ZAL",1,0,"2022-2023"
21,"Regular Season","21_4","RMB","BAR",91,86,16,16,18,23,20,19,20,14,18,13,"RMB","BAR",1,0,"2022-2023"
21,"Regular Season","21_5","ASM","MIL",101,88,29,28,23,21,22,28,24,14,0,0,"ASM","MIL",1,0,"2022-2023"
21,"Regular Season","21_6","CRV","PAR",78,79,18,19,17,24,20,25,12,22,0,0,"PAR","CRV",0,1,"2022-2023"
21,"Regular Season","21_7","OLY","MAC",95,89,24,27,20,24,25,11,28,25,0,0,"OLY","MAC",1,0,"2022-2023"
21,"Regular Season","21_8","BAS","EFE",114,111,29,19,22,28,28,23,26,21,16,13,"BAS","EFE",1,0,"2022-2023"
21,"Regular Season","21_9","BAY","BOL",91,84,22,21,23,25,18,20,17,29,0,0,"BAY","BOL",1,0,"2022-2023"
22,"Regular Season","22_1","FEN","OLY",73,93,10,20,21,22,24,27,26,16,0,0,"OLY","FEN",0,1,"2022-2023"
22,"Regular Season","22_2","BAR","MAC",83,78,20,21,21,21,15,22,30,11,0,0,"BAR","MAC",1,0,"2022-2023"
22,"Regular Season","22_3","MIL","BAS",89,83,18,22,22,27,17,17,26,23,0,0,"MIL","BAS",1,0,"2022-2023"
22,"Regular Season","22_4","PAR","VIL",92,71,25,25,26,16,16,20,15,20,0,0,"PAR","VIL",1,0,"2022-2023"
22,"Regular Season","22_5","VAL","BAY",82,73,16,17,28,21,14,18,24,17,0,0,"VAL","BAY",1,0,"2022-2023"
22,"Regular Season","22_6","BOL","CRV",84,72,30,18,22,14,14,21,16,21,0,0,"BOL","CRV",1,0,"2022-2023"
22,"Regular Season","22_7","EFE","ZAL",80,70,16,22,17,25,16,12,21,21,0,0,"EFE","ZAL",1,0,"2022-2023"
22,"Regular Season","22_8","BER","ASM",84,102,24,12,18,30,22,29,22,29,0,0,"ASM","BER",0,1,"2022-2023"
22,"Regular Season","22_9","RMB","PAN",83,68,26,22,20,15,14,16,27,11,0,0,"RMB","PAN",1,0,"2022-2023"
23,"Regular Season","23_1","BAR","BAY",72,70,21,13,17,21,14,19,14,23,0,0,"BAR","BAY",1,0,"2022-2023"
23,"Regular Season","23_2","MIL","CRV",74,68,22,23,14,15,18,14,17,19,0,0,"MIL","CRV",1,0,"2022-2023"
23,"Regular Season","23_3","VAL","MAC",93,94,28,27,23,15,24,21,34,15,0,0,"MAC","VAL",0,1,"2022-2023"
23,"Regular Season","23_4","FEN","BER",101,86,31,26,24,20,27,20,14,25,0,0,"FEN","BER",1,0,"2022-2023"
23,"Regular Season","23_5","ASM","RMB",91,95,20,26,25,20,24,26,20,25,0,0,"RMB","ASM",0,1,"2022-2023"
23,"Regular Season","23_6","ZAL","PAR",74,88,15,15,24,20,26,21,14,27,0,0,"PAR","ZAL",0,1,"2022-2023"
23,"Regular Season","23_7","OLY","EFE",76,70,22,19,18,17,13,18,21,18,0,0,"OLY","EFE",1,0,"2022-2023"
23,"Regular Season","23_8","VIL","BOL",64,77,14,23,11,16,21,18,16,22,0,0,"BOL","VIL",0,1,"2022-2023"
23,"Regular Season","23_9","BAS","PAN",95,90,21,31,24,19,23,15,27,25,0,0,"BAS","PAN",1,0,"2022-2023"
24,"Regular Season","24_6","EFE","RMB",90,89,18,24,35,13,24,15,21,29,0,0,"EFE","RMB",1,0,"2022-2023"
