Against,Team,IDGAME,Phase,Player,MIN,PTS,F2M,F2A,F2GP,F3M,F3A,F3GP,FTM,FTA,FTP,OR,DR,TR,AS,ST,TO,BLK,BLKR,PF,RF,PIR,HA,results,Team_PTS,Team_F2A,Team_F3A,Team_FTA,Team_F2M,Team_F3M,Team_FTM,Team_AS,Team_OR,Team_DR,Team_TR,Team_ST,Team_TO,Team_BLK,Team_PF,Team_PIR,Team_opp_PTS,Team_opp_F2A,Team_opp_F3A,Team_opp_FTA,Team_opp_F2M,Team_opp_F3M,Team_opp_FTM,Team_opp_AS,Team_opp_OR,Team_opp_DR,Team_opp_TR,Team_opp_ST,Team_opp_TO,Team_opp_BLK,Team_opp_PF,Team_opp_PIR,Points_per_shoot,Possesions,Offensive_rating,PIE,Assists_Ratio,As_To_ratio,EFG,FT_ratio,Game_score,True_shooting,Turnover_ratio,Usage,OR_percent,Season
BAY,MAC,1-Jan,Regular Season,Scottie  Wilbekin,29,28,4,7,57.1,4,6,66.7,8,8,100,0,0,0,3,3,1,0,0,2,6,32,H,W,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,1.33,16.8,166.7,0.32,17.9,3,76.9,0.62,25.4,84.7,5.95,32.2,0,2021-2022
BAY,MAC,1-Jan,Regular Season,Keenan  Evans,15,5,2,3,66.7,0,2,0,1,1,100,0,4,4,1,0,0,0,0,2,2,7,H,W,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,0.83,5.2,96.2,0.06,19.2,,40,0.2,3.4,46,0,19.3,0,2021-2022
BAY,MAC,1-Jan,Regular Season,Angelo  Caloiaro,27,2,1,3,33.3,0,0,,0,0,,1,3,4,1,0,1,0,0,2,0,2,H,W,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,0.67,2.9,69,0.02,34.5,1,33.3,0,0.8,33.3,34.48,7.9,6.2,2021-2022
BAY,MAC,1-Jan,Regular Season,Roman  Sorkin,14,3,1,2,50,0,2,0,1,2,50,1,0,1,0,0,0,0,0,2,1,-1,H,W,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,0.5,3.7,81.1,-0.03,0,,25,0.5,0.1,30.7,0,18.6,6.2,2021-2022
BAY,MAC,1-Jan,Regular Season,James  Nunnally,29,7,1,3,33.3,1,6,16.7,2,2,100,0,2,2,2,2,2,0,0,2,6,8,H,W,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,0.64,11.4,61.4,0.03,17.5,1,27.8,0.22,2.7,35.4,17.54,21.8,0,2021-2022
BAY,MAC,1-Jan,Regular Season,Derrick  Williams,20,6,3,8,37.5,0,0,,0,0,,2,3,5,0,0,1,1,0,4,0,2,H,W,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,0.75,6.7,89.6,0.01,0,0,37.5,0,2,37.5,14.93,23.9,12.5,2021-2022
BAY,MAC,1-Jan,Regular Season,Kameron  Taylor,3,2,1,1,100,0,0,,0,0,,1,0,1,1,0,0,0,0,2,0,2,H,W,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,2,0,,0.02,,,100,0,2.3,100,,17.7,6.2,2021-2022
BAY,MAC,1-Jan,Regular Season,Jalen  Reynolds,26,6,3,6,50,0,1,0,0,0,,3,3,6,1,1,3,0,0,3,0,4,H,W,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,0.86,6.7,89.6,0.03,14.9,0.3,42.9,0,2.8,42.9,44.78,20.5,18.8,2021-2022
BAY,MAC,1-Jan,Regular Season,John  Dibartolomeo,22,8,1,1,100,2,5,40,0,0,,0,1,1,1,0,0,1,0,1,1,8,H,W,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,1.33,5.8,137.9,0.08,17.2,,66.7,0,6.3,66.7,0,14.5,0,2021-2022
BAY,MAC,1-Jan,Regular Season,Oz  Blayzer,2,0,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,1,0,-2,H,W,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,,1,0,-0.03,0,0,,,-1.4,,100,26.6,0,2021-2022
BAY,MAC,1-Jan,Regular Season,Yiftach  Ziv,11,2,1,4,25,0,0,,0,1,0,0,2,2,1,0,0,0,1,2,1,-1,H,W,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,69,38,22,14,18,7,12,11,8,18,26,6,9,2,23,61,0.4,4.3,46.5,-0.01,23.3,,25,0.25,-0.3,22.5,0,21.5,0,2021-2022
MAC,BAY,1-Jan,Regular Season,Deshaun  Thomas,30,15,6,8,75,0,2,0,3,4,75,0,7,7,1,0,1,0,1,1,2,17,A,L,68,31,19,20,17,6,16,15,7,27,34,5,12,1,17,84,68,31,19,20,17,6,16,15,7,27,34,5,12,1,17,84,1.07,12.2,123,0.14,8.2,1,60,0.4,11.4,63.8,8.2,24,0,2021-2022
MAC,BAY,1-Jan,Regular Season,Corey  Walden,30,14,2,5,40,2,3,66.7,4,4,100,0,4,4,2,0,1,0,0,3,6,18,A,L,68,31,19,20,17,6,16,15,7,27,34,5,12,1,17,84,68,31,19,20,17,6,16,15,7,27,34,5,12,1,17,84,1.17,10.3,135.9,0.1,19.4,2,62.5,0.5,10.4,71.7,9.71,20.3,0,2021-2022
MAC,BAY,1-Jan,Regular Season,Ognjen  Jaramaz,23,2,1,2,50,0,3,0,0,0,,0,4,4,2,1,1,1,0,2,2,5,A,L,68,31,19,20,17,6,16,15,7,27,34,5,12,1,17,84,68,31,19,20,17,6,16,15,7,27,34,5,12,1,17,84,0.4,5.8,34.5,0.02,34.5,2,20,0,1.4,20,17.24,14.7,0,2021-2022
