Fixture,Phase,IDGAME,Home,Away,Home_Points,Away_Points,Q1H,Q2H,Q3H,Q4H,Q1A,Q2A,Q3A,Q4A,EXH,EXA,Winner,Loser,Home_win,Away_win,Season
25,Regular Season,25-6,CRV,ZEN,75,76,16,20,20,19,22,26,13,15,0,0,ZEN,CRV,0,1,2020-2021
25,Regular Season,25-7,FEN,BER,89,84,24,21,22,22,22,20,18,24,0,0,FEN,BER,1,0,2020-2021
25,Regular Season,25-8,VAL,RMB,89,78,29,26,16,18,21,14,17,26,0,0,VAL,RMB,1,0,2020-2021
25,Regular Season,25-9,VIL,BAY,87,79,21,23,22,21,18,17,17,27,0,0,VIL,BAY,1,0,2020-2021
26,Regular Season,26-1,BAY,MAC,72,70,18,19,14,21,21,17,20,12,0,0,BAY,MAC,1,0,2020-2021
26,Regular Season,26-2,MIL,KHI,84,74,29,27,14,14,26,17,13,18,0,0,MIL,KHI,1,0,2020-2021
26,Regular Season,26-3,OLY,CSK,74,75,12,14,23,25,24,20,15,16,0,0,CSK,OLY,0,1,2020-2021
26,Regular Season,26-4,RMB,ZAL,70,58,21,15,15,19,13,18,11,16,0,0,RMB,ZAL,1,0,2020-2021
26,Regular Season,26-5,ZEN,VAL,62,91,19,22,9,12,22,22,18,29,0,0,VAL,ZEN,0,1,2020-2021
26,Regular Season,26-6,BER,PAN,74,65,11,17,22,24,17,17,19,12,0,0,BER,PAN,1,0,2020-2021
26,Regular Season,26-7,BAR,VIL,69,76,15,20,19,15,19,15,20,22,0,0,VIL,BAR,0,1,2020-2021
26,Regular Season,26-8,FEN,EFE,74,106,11,28,19,16,24,29,28,25,0,0,EFE,FEN,0,1,2020-2021
26,Regular Season,26-9,BAS,CRV,87,67,21,27,18,21,16,11,21,19,0,0,BAS,CRV,1,0,2020-2021
27,Regular Season,27-1,EFE,VAL,99,83,18,28,22,31,23,17,18,25,0,0,EFE,VAL,1,0,2020-2021
27,Regular Season,27-2,KHI,RMB,78,77,17,28,17,16,18,20,24,15,0,0,KHI,RMB,1,0,2020-2021
27,Regular Season,27-3,MAC,CSK,80,84,23,10,19,28,23,28,17,16,0,0,CSK,MAC,0,1,2020-2021
27,Regular Season,27-4,PAN,BAR,77,85,17,22,11,27,26,21,12,26,0,0,BAR,PAN,0,1,2020-2021
27,Regular Season,27-5,CRV,BAY,76,78,10,25,22,19,15,16,19,28,0,0,BAY,CRV,0,1,2020-2021
27,Regular Season,27-6,ZEN,BER,87,71,23,20,25,19,24,24,19,4,0,0,ZEN,BER,1,0,2020-2021
27,Regular Season,27-7,ZAL,VIL,85,75,17,23,27,18,20,22,15,18,0,0,ZAL,VIL,1,0,2020-2021
27,Regular Season,27-8,MIL,FEN,92,100,28,24,17,23,24,26,28,22,0,0,FEN,MIL,0,1,2020-2021
27,Regular Season,27-9,BAS,OLY,91,66,15,28,25,23,21,11,26,8,0,0,BAS,OLY,1,0,2020-2021
28,Regular Season,28-1,EFE,CSK,100,70,31,24,20,25,13,15,17,25,0,0,EFE,CSK,1,0,2020-2021
28,Regular Season,28-2,BAY,PAN,76,71,14,23,20,19,21,15,19,16,0,0,BAY,PAN,1,0,2020-2021
28,Regular Season,28-3,MAC,VAL,84,72,14,19,29,22,18,17,21,16,0,0,MAC,VAL,1,0,2020-2021
28,Regular Season,28-4,ZEN,RMB,71,75,13,16,29,13,24,14,14,23,0,0,RMB,ZEN,0,1,2020-2021
28,Regular Season,28-5,BAR,BAS,71,57,25,8,17,21,4,22,19,12,0,0,BAR,BAS,1,0,2020-2021
28,Regular Season,28-6,KHI,BER,81,100,25,22,20,14,20,21,27,32,0,0,BER,KHI,0,1,2020-2021
28,Regular Season,28-7,OLY,CRV,94,79,30,23,22,19,19,29,19,12,0,0,OLY,CRV,1,0,2020-2021
28,Regular Season,28-8,VIL,FEN,86,90,18,20,22,26,20,20,19,31,0,0,FEN,VIL,0,1,2020-2021
28,Regular Season,28-9,ZAL,MIL,64,69,13,19,13,19,19,15,16,19,0,0,MIL,ZAL,0,1,2020-2021
29,Regular Season,29-1,CSK,MIL,76,84,10,24,21,21,30,17,23,14,0,0,MIL,CSK,0,1,2020-2021
29,Regular Season,29-2,PAN,MAC,81,63,25,18,15,23,9,21,25,8,0,0,PAN,MAC,1,0,2020-2021
29,Regular Season,29-3,RMB,BAR,76,81,19,19,16,22,24,17,16,24,0,0,BAR,RMB,0,1,2020-2021
29,Regular Season,29-4,CRV,KHI,92,81,8,26,28,30,15,23,22,21,0,0,CRV,KHI,1,0,2020-2021
29,Regular Season,29-5,VIL,BER,89,95,30,22,21,16,23,20,27,25,0,0,BER,VIL,0,1,2020-2021
29,Regular Season,29-6,EFE,ZAL,89,62,26,23,27,13,12,16,20,14,0,0,EFE,ZAL,1,0,2020-2021
29,Regular Season,29-7,OLY,ZEN,75,61,15,15,24,21,28,13,15,5,0,0,OLY,ZEN,1,0,2020-2021
29,Regular Season,29-8,VAL,FEN,66,52,18,19,8,21,10,18,11,13,0,0,VAL,FEN,1,0,2020-2021
29,Regular Season,29-9,BAS,BAY,78,71,17,16,27,18,15,18,12,26,0,0,BAS,BAY,1,0,2020-2021
30,Regular Season,30-1,BER,OLY,80,84,18,24,20,18,16,21,25,22,0,0,OLY,BER,0,1,2020-2021
30,Regular Season,30-2,RMB,CSK,89,96,21,20,26,22,23,32,19,22,0,0,CSK,RMB,0,1,2020-2021
30,Regular Season,30-3,ZEN,BAS,75,79,14,31,14,16,17,15,13,34,0,0,BAS,ZEN,0,1,2020-2021
30,Regular Season,30-4,FEN,ZAL,84,61,28,17,21,18,18,8,20,15,0,0,FEN,ZAL,1,0,2020-2021
30,Regular Season,30-5,BAY,EFE,80,79,18,19,22,21,23,23,17,16,0,0,BAY,EFE,1,0,2020-2021
30,Regular Season,30-6,KHI,VAL,68,77,17,21,11,19,27,17,14,19,0,0,VAL,KHI,0,1,2020-2021
30,Regular Season,30-7,MIL,BAR,56,72,12,17,15,12,15,23,17,17,0,0,BAR,MIL,0,1,2020-2021
30,Regular Season,30-8,PAN,CRV,82,86,23,17,19,23,17,23,20,26,0,0,CRV,PAN,0,1,2020-2021
30,Regular Season,30-9,MAC,VIL,67,74,22,12,14,19,14,23,20,17,0,0,VIL,MAC,0,1,2020-2021
31,Regular Season,31-1,EFE,PAN,85,65,24,19,17,25,21,12,16,16,0,0,EFE,PAN,1,0,2020-2021
31,Regular Season,31-2,CSK,CRV,87,72,31,19,21,16,19,20,20,13,0,0,CSK,CRV,1,0,2020-2021
31,Regular Season,31-3,VAL,BAY,83,76,26,20,12,25,19,14,30,13,0,0,VAL,BAY,1,0,2020-2021
31,Regular Season,31-4,VIL,RMB,71,74,23,14,14,20,20,12,24,18,0,0,RMB,VIL,0,1,2020-2021
31,Regular Season,31-5,ZAL,MAC,81,88,26,14,23,18,18,20,26,24,0,0,MAC,ZAL,0,1,2020-2021
31,Regular Season,31-6,BAR,BER,80,67,22,23,17,18,23,17,18,9,0,0,BAR,BER,1,0,2020-2021
31,Regular Season,31-7,KHI,ZEN,70,91,11,18,18,23,14,25,27,25,0,0,ZEN,KHI,0,1,2020-2021
31,Regular Season,31-8,OLY,FEN,71,76,11,16,22,22,20,23,15,18,0,0,FEN,OLY,0,1,2020-2021
31,Regular Season,31-9,BAS,MIL,86,69,10,23,27,26,16,16,13,24,0,0,BAS,MIL,1,0,2020-2021
32,Regular Season,32-1,BAY,FEN,68,77,15,19,10,24,18,17,18,24,0,0,FEN,BAY,0,1,2020-2021
32,Regular Season,32-2,MAC,BAR,99,94,19,20,26,15,14,24,21,21,19,14,MAC,BAR,1,0,2020-2021
32,Regular Season,32-3,PAN,BAS,82,97,21,20,18,23,25,24,23,25,0,0,BAS,PAN,0,1,2020-2021
32,Regular Season,32-4,RMB,EFE,83,108,20,22,22,19,20,21,35,32,0,0,EFE,RMB,0,1,2020-2021
32,Regular Season,32-5,CRV,MIL,72,93,12,24,15,21,22,25,28,18,0,0,MIL,CRV,0,1,2020-2021
32,Regular Season,32-6,ZEN,CSK,74,86,18,24,15,17,22,26,15,23,0,0,CSK,ZEN,0,1,2020-2021
32,Regular Season,32-7,ZAL,BER,96,86,21,20,27,28,23,28,10,25,0,0,ZAL,BER,1,0,2020-2021
32,Regular Season,32-8,KHI,VIL,87,85,20,22,20,13,22,9,19,25,12,10,KHI,VIL,1,0,2020-2021
32,Regular Season,32-9,VAL,OLY,79,88,19,12,10,38,23,21,30,14,0,0,OLY,VAL,0,1,2020-2021
33,Regular Season,33-1,BAY,ZAL,71,70,21,16,20,14,22,14,18,16,0,0,BAY,ZAL,1,0,2020-2021
33,Regular Season,33-2,PAN,MIL,86,83,15,14,20,21,26,20,13,11,16,13,PAN,MIL,1,0,2020-2021
33,Regular Season,33-3,CRV,MAC,76,64,15,18,20,23,21,13,11,19,0,0,CRV,MAC,1,0,2020-2021
33,Regular Season,33-4,BAS,EFE,101,111,19,22,22,29,22,24,19,27,9,19,EFE,BAS,0,1,2020-2021
33,Regular Season,33-5,BER,VAL,86,90,26,27,17,16,13,29,22,26,0,0,VAL,BER,0,1,2020-2021
33,Regular Season,33-6,CSK,KHI,97,72,21,26,29,21,17,17,13,25,0,0,CSK,KHI,1,0,2020-2021
33,Regular Season,33-7,RMB,OLY,72,63,20,16,17,19,11,15,12,25,0,0,RMB,OLY,1,0,2020-2021
33,Regular Season,33-8,ZEN,VIL,87,53,20,21,25,21,15,22,6,10,0,0,ZEN,VIL,1,0,2020-2021
33,Regular Season,33-9,FEN,BAR,73,82,25,17,16,15,26,21,15,20,0,0,BAR,FEN,0,1,2020-2021
34,Regular Season,34-1,BER,CRV,81,58,24,25,17,15,22,8,16,12,0,0,BER,CRV,1,0,2020-2021
34,Regular Season,34-2,CSK,VIL,88,70,18,24,16,30,15,21,24,10,0,0,CSK,VIL,1,0,2020-2021
34,Regular Season,34-3,FEN,RMB,67,93,11,25,21,10,23,26,18,26,0,0,RMB,FEN,0,1,2020-2021
34,Regular Season,34-4,VAL,BAS,86,81,25,14,21,26,21,23,15,22,0,0,VAL,BAS,1,0,2020-2021
34,Regular Season,34-5,ZAL,PAN,93,78,27,25,22,19,14,33,13,18,0,0,ZAL,PAN,1,0,2020-2021
34,Regular Season,34-6,BAR,BAY,72,82,22,15,18,17,29,14,17,22,0,0,BAY,BAR,0,1,2020-2021
34,Regular Season,34-7,MIL,EFE,98,75,29,20,29,20,19,20,17,19,0,0,MIL,EFE,1,0,2020-2021
34,Regular Season,34-8,OLY,KHI,82,75,24,18,21,19,18,23,14,20,0,0,OLY,KHI,1,0,2020-2021
34,Regular Season,34-9,ZEN,MAC,86,69,25,19,22,20,15,22,11,21,0,0,ZEN,MAC,1,0,2020-2021
35,Play offs,35-1,EFE,RMB,90,63,20,24,20,26,18,22,10,13,0,0,EFE,RMB,1,0,2020-2021
35,Play offs,35-2,MIL,BAY,79,78,16,11,26,26,18,26,20,14,0,0,MIL,BAY,1,0,2020-2021
35,Play offs,35-3,BAR,ZEN,74,76,21,13,20,20,21,27,13,15,0,0,ZEN,BAR,0,1,2020-2021
35,Play offs,35-4,CSK,FEN,92,76,28,25,11,28,23,21,22,10,0,0,CSK,FEN,1,0,2020-2021
36,Play offs,36-1,EFE,RMB,91,68,22,22,21,26,13,19,13,23,0,0,EFE,RMB,1,0,2020-2021
36,Play offs,36-2,MIL,BAY,80,69,26,21,18,15,12,17,24,16,0,0,MIL,BAY,1,0,2020-2021
36,Play offs,36-3,BAR,ZEN,81,78,13,25,10,18,16,13,19,18,15,12,BAR,ZEN,1,0,2020-2021
36,Play offs,36-4,CSK,FEN,78,67,23,27,10,18,25,17,13,12,0,0,CSK,FEN,1,0,2020-2021
37,Play offs,37-1,RMB,EFE,80,76,15,13,20,32,15,23,20,18,0,0,RMB,EFE,1,0,2020-2021
37,Play offs,37-2,BAY,MIL,85,79,23,16,25,21,9,26,16,28,0,0,BAY,MIL,1,0,2020-2021
37,Play offs,37-3,ZEN,BAR,70,78,16,17,18,19,16,18,21,23,0,0,BAR,ZEN,0,1,2020-2021
37,Play offs,37-4,FEN,CSK,68,85,24,15,11,18,17,27,27,14,0,0,CSK,FEN,0,1,2020-2021
38,Play offs,38-1,RMB,EFE,82,76,19,17,21,25,13,34,19,10,0,0,RMB,EFE,1,0,2020-2021
38,Play offs,38-2,BAY,MIL,85,82,23,17,23,22,19,31,21,11,0,0,BAY,MIL,1,0,2020-2021
38,Play offs,38-3,ZEN,BAR,74,61,25,11,22,16,13,13,12,23,0,0,ZEN,BAR,1,0,2020-2021
39,Play offs,39-1,EFE,RMB,88,83,18,18,24,28,21,20,16,26,0,0,EFE,RMB,1,0,2020-2021
39,Play offs,39-2,MIL,BAY,92,89,24,26,22,20,22,18,18,31,0,0,MIL,BAY,1,0,2020-2021
39,Play offs,39-3,BAR,ZEN,79,53,23,20,14,22,14,16,9,14,0,0,BAR,ZEN,1,0,2020-2021
40,Final Four,40-1,BAR,MIL,84,82,27,24,16,17,24,18,29,11,0,0,BAR,MIL,1,0,2020-2021
40,Final Four,40-2,CSK,EFE,86,89,15,22,18,31,25,24,22,18,0,0,EFE,CSK,0,1,2020-2021
42,Final Four,42-1,BAR,EFE,81,86,22,14,22,23,15,24,26,21,0,0,EFE,BAR,0,1,2020-2021
41,Final Four,41-1,MIL,CSK,83,73,20,20,20,23,23,11,23,16,0,0,MIL,CSK,1,0,2020-2021
