"Fixture","Phase","IDGAME","Home","Away","Home_Points","Away_Points","Q1H","Q2H","Q3H","Q4H","Q1A","Q2A","Q3A","Q4A","EXH","EXA","Winner","Loser","Home_win","Away_win","Season"
1,"Regular Season","1_1","EFE","RMB",74,88,19,17,20,18,28,17,17,26,0,0,"RMB","EFE",0,1,"2017-2018"
1,"Regular Season","1_2","CSK","MIL",93,84,16,22,27,28,30,18,16,20,0,0,"CSK","MIL",1,0,"2017-2018"
1,"Regular Season","1_3","OLY","BAS",75,64,16,25,19,15,12,21,16,15,0,0,"OLY","BAS",1,0,"2017-2018"
1,"Regular Season","1_4","BAM","MAC",71,88,20,16,23,12,14,23,18,33,0,0,"MAC","BAM",0,1,"2017-2018"
1,"Regular Season","1_5","MAL","FEN",68,67,20,16,14,18,20,21,16,10,0,0,"MAL","FEN",1,0,"2017-2018"
1,"Regular Season","1_6","KHI","VAL",75,70,18,25,16,16,17,19,21,13,0,0,"KHI","VAL",1,0,"2017-2018"
1,"Regular Season","1_7","ZAL","CRV",78,76,15,28,10,25,13,27,17,19,0,0,"ZAL","CRV",1,0,"2017-2018"
1,"Regular Season","1_8","BAR","PAN",98,71,24,16,25,33,20,15,19,17,0,0,"BAR","PAN",1,0,"2017-2018"
2,"Regular Season","2_1","MAC","BAS",74,68,19,20,17,18,16,14,23,15,0,0,"MAC","BAS",1,0,"2017-2018"
2,"Regular Season","2_2","PAN","BAM",93,83,22,21,26,24,15,20,21,27,0,0,"PAN","BAM",1,0,"2017-2018"
2,"Regular Season","2_3","MIL","FEN",86,92,21,17,16,26,23,14,27,16,6,12,"FEN","MIL",0,1,"2017-2018"
2,"Regular Season","2_4","RMB","CSK",82,69,20,25,11,26,15,18,20,16,0,0,"RMB","CSK",1,0,"2017-2018"
2,"Regular Season","2_5","CRV","BAR",90,82,24,20,18,28,13,19,25,25,0,0,"CRV","BAR",1,0,"2017-2018"
2,"Regular Season","2_6","KHI","ZAL",85,77,21,25,17,22,15,21,17,24,0,0,"KHI","ZAL",1,0,"2017-2018"
2,"Regular Season","2_7","OLY","MAL",80,75,21,16,22,21,11,22,14,28,0,0,"OLY","MAL",1,0,"2017-2018"
2,"Regular Season","2_8","VAL","EFE",78,71,19,19,28,12,13,25,10,23,0,0,"VAL","EFE",1,0,"2017-2018"
