"","Fixture","Phase","IDGAME","Home","Away","Home_Points","Away_Points","Q1H","Q2H","Q3H","Q4H","Q1A","Q2A","Q3A","Q4A","EXH","EXA","Winner","Loser","Home_win","Away_win","Season","idseason"
"176",20,"Regular Season","20-5","ZEN","VAL",81,86,16,26,9,30,20,26,17,23,0,0,"VAL","ZEN",0,1,"2019-2020","20-5_2019-2020"
"177",20,"Regular Season","20-6","EFE","VIL",101,74,35,25,21,20,22,23,18,11,0,0,"EFE","VIL",1,0,"2019-2020","20-6_2019-2020"
"178",20,"Regular Season","20-7","CRV","BER",85,94,22,21,19,17,21,18,23,17,6,15,"BER","CRV",0,1,"2019-2020","20-7_2019-2020"
"179",20,"Regular Season","20-8","OLY","BAY",89,72,17,20,17,35,14,18,21,19,0,0,"OLY","BAY",1,0,"2019-2020","20-8_2019-2020"
"180",20,"Regular Season","20-9","PAN","ZAL",96,94,18,28,25,25,27,22,17,28,0,0,"PAN","ZAL",1,0,"2019-2020","20-9_2019-2020"
"181",21,"Regular Season","21-1","CSK","VAL",81,70,20,22,18,21,17,22,17,14,0,0,"CSK","VAL",1,0,"2019-2020","21-1_2019-2020"
"182",21,"Regular Season","21-2","ZEN","OLY",91,87,24,21,21,25,27,16,15,29,0,0,"ZEN","OLY",1,0,"2019-2020","21-2_2019-2020"
"183",21,"Regular Season","21-3","BAY","MAC",80,68,23,12,22,23,12,21,20,15,0,0,"BAY","MAC",1,0,"2019-2020","21-3_2019-2020"
"184",21,"Regular Season","21-4","BAR","CRV",86,82,29,12,21,24,19,23,24,16,0,0,"BAR","CRV",1,0,"2019-2020","21-4_2019-2020"
"185",21,"Regular Season","21-5","BAS","KHI",83,79,27,20,14,22,25,19,19,16,0,0,"BAS","KHI",1,0,"2019-2020","21-5_2019-2020"
"186",21,"Regular Season","21-6","FEN","MIL",73,64,24,17,15,17,15,16,16,17,0,0,"FEN","MIL",1,0,"2019-2020","21-6_2019-2020"
"187",21,"Regular Season","21-7","ZAL","BER",104,80,23,31,30,20,9,18,25,28,0,0,"ZAL","BER",1,0,"2019-2020","21-7_2019-2020"
"188",21,"Regular Season","21-8","PAN","VIL",100,88,20,32,21,27,18,17,23,30,0,0,"PAN","VIL",1,0,"2019-2020","21-8_2019-2020"
"189",21,"Regular Season","21-9","RMB","EFE",75,80,20,20,15,20,20,23,16,21,0,0,"EFE","RMB",0,1,"2019-2020","21-9_2019-2020"
"190",22,"Regular Season","22-1","KHI","CSK",69,78,19,13,6,31,23,17,19,19,0,0,"CSK","KHI",0,1,"2019-2020","22-1_2019-2020"
"191",22,"Regular Season","22-2","BER","FEN",70,74,22,19,15,14,17,16,17,24,0,0,"FEN","BER",0,1,"2019-2020","22-2_2019-2020"
"192",22,"Regular Season","22-3","OLY","BAS",80,70,25,18,16,21,24,13,14,19,0,0,"OLY","BAS",1,0,"2019-2020","22-3_2019-2020"
"193",22,"Regular Season","22-4","MAC","RMB",77,81,19,19,11,28,21,15,21,24,0,0,"RMB","MAC",0,1,"2019-2020","22-4_2019-2020"
"194",22,"Regular Season","22-5","VIL","ZAL",74,79,16,11,23,24,16,14,25,24,0,0,"ZAL","VIL",0,1,"2019-2020","22-5_2019-2020"
"195",22,"Regular Season","22-6","BAR","ZEN",90,72,21,32,21,16,21,14,19,18,0,0,"BAR","ZEN",1,0,"2019-2020","22-6_2019-2020"
"196",22,"Regular Season","22-7","MIL","BAY",79,78,21,17,15,26,26,19,21,12,0,0,"MIL","BAY",1,0,"2019-2020","22-7_2019-2020"
"197",22,"Regular Season","22-8","CRV","EFE",78,85,16,14,28,20,24,27,21,13,0,0,"EFE","CRV",0,1,"2019-2020","22-8_2019-2020"
"198",22,"Regular Season","22-9","VAL","PAN",94,87,27,28,25,14,25,20,19,23,0,0,"VAL","PAN",1,0,"2019-2020","22-9_2019-2020"
"199",23,"Regular Season","23-1","CSK","EFE",80,82,16,21,20,23,25,16,17,24,0,0,"EFE","CSK",0,1,"2019-2020","23-1_2019-2020"
"200",23,"Regular Season","23-2","ZAL","OLY",94,69,22,24,23,25,17,20,11,21,0,0,"ZAL","OLY",1,0,"2019-2020","23-2_2019-2020"
"201",23,"Regular Season","23-3","VIL","BAY",75,65,16,18,20,21,18,17,16,14,0,0,"VIL","BAY",1,0,"2019-2020","23-3_2019-2020"
"202",23,"Regular Season","23-4","MIL","BER",96,102,25,20,28,23,27,18,30,27,0,0,"BER","MIL",0,1,"2019-2020","23-4_2019-2020"
"203",23,"Regular Season","23-5","RMB","BAS",70,69,14,23,16,17,19,19,11,20,0,0,"RMB","BAS",1,0,"2019-2020","23-5_2019-2020"
"204",23,"Regular Season","23-6","ZEN","FEN",68,73,15,17,18,18,19,22,13,19,0,0,"FEN","ZEN",0,1,"2019-2020","23-6_2019-2020"
"205",23,"Regular Season","23-7","CRV","PAN",78,73,9,26,11,32,21,11,25,16,0,0,"CRV","PAN",1,0,"2019-2020","23-7_2019-2020"
"206",23,"Regular Season","23-8","MAC","KHI",80,77,20,16,24,20,28,19,13,17,0,0,"MAC","KHI",1,0,"2019-2020","23-8_2019-2020"
"207",23,"Regular Season","23-9","VAL","BAR",76,77,21,22,23,10,18,19,16,24,0,0,"BAR","VAL",0,1,"2019-2020","23-9_2019-2020"
"208",24,"Regular Season","24-1","EFE","ZAL",96,91,19,21,23,33,20,23,22,26,0,0,"EFE","ZAL",1,0,"2019-2020","24-1_2019-2020"
"209",24,"Regular Season","24-2","BER","RMB",97,103,25,35,11,26,41,9,29,24,0,0,"RMB","BER",0,1,"2019-2020","24-2_2019-2020"
"210",24,"Regular Season","24-3","OLY","CSK",72,59,20,13,21,18,15,19,4,21,0,0,"OLY","CSK",1,0,"2019-2020","24-3_2019-2020"
"211",24,"Regular Season","24-4","BAS","VIL",79,65,20,19,23,17,13,24,14,14,0,0,"BAS","VIL",1,0,"2019-2020","24-4_2019-2020"
"212",24,"Regular Season","24-5","KHI","CRV",78,72,28,20,16,14,18,18,15,21,0,0,"KHI","CRV",1,0,"2019-2020","24-5_2019-2020"
"213",24,"Regular Season","24-6","FEN","MAC",77,78,23,17,23,14,20,21,23,14,0,0,"MAC","FEN",0,1,"2019-2020","24-6_2019-2020"
"214",24,"Regular Season","24-7","BAY","VAL",59,66,13,17,16,13,15,9,21,21,0,0,"VAL","BAY",0,1,"2019-2020","24-7_2019-2020"
"215",24,"Regular Season","24-8","PAN","ZEN",96,81,30,16,25,25,11,29,20,21,0,0,"PAN","ZEN",1,0,"2019-2020","24-8_2019-2020"
"216",24,"Regular Season","24-9","BAR","MIL",84,80,23,13,27,21,17,28,14,21,0,0,"BAR","MIL",1,0,"2019-2020","24-9_2019-2020"
"217",25,"Regular Season","25-1","ZEN","BER",81,83,25,17,22,17,15,23,20,25,0,0,"BER","ZEN",0,1,"2019-2020","25-1_2019-2020"
"218",25,"Regular Season","25-2","FEN","RMB",65,94,15,16,20,14,22,25,24,23,0,0,"RMB","FEN",0,1,"2019-2020","25-2_2019-2020"
"219",25,"Regular Season","25-3","OLY","VIL",77,68,20,23,18,16,21,12,17,18,0,0,"OLY","VIL",1,0,"2019-2020","25-3_2019-2020"
"220",25,"Regular Season","25-4","MIL","KHI",69,78,16,22,13,18,21,18,20,19,0,0,"KHI","MIL",0,1,"2019-2020","25-4_2019-2020"
"221",25,"Regular Season","25-5","BAS","ZAL",60,74,17,18,10,15,13,17,21,23,0,0,"ZAL","BAS",0,1,"2019-2020","25-5_2019-2020"
"222",25,"Regular Season","25-6","CRV","CSK",81,86,17,20,16,28,16,20,24,26,0,0,"CSK","CRV",0,1,"2019-2020","25-6_2019-2020"
"223",25,"Regular Season","25-7","BAY","EFE",63,88,17,8,23,15,19,18,25,26,0,0,"EFE","BAY",0,1,"2019-2020","25-7_2019-2020"
"224",25,"Regular Season","25-8","PAN","BAR",81,92,23,22,24,12,20,18,29,25,0,0,"BAR","PAN",0,1,"2019-2020","25-8_2019-2020"
"225",25,"Regular Season","25-9","VAL","MAC",82,85,19,19,23,21,18,15,25,27,0,0,"MAC","VAL",0,1,"2019-2020","25-9_2019-2020"
"226",26,"Regular Season","26-1","RMB","PAN",96,78,27,21,25,23,16,25,24,13,0,0,"RMB","PAN",1,0,"2019-2020","26-1_2019-2020"
"227",26,"Regular Season","26-2","ZEN","BAY",68,77,20,16,18,14,19,21,20,17,0,0,"BAY","ZEN",0,1,"2019-2020","26-2_2019-2020"
"228",26,"Regular Season","26-3","CSK","BAR",80,82,15,25,20,20,18,19,26,19,0,0,"BAR","CSK",0,1,"2019-2020","26-3_2019-2020"
"229",26,"Regular Season","26-4","BER","EFE",86,99,21,26,18,21,32,18,29,20,0,0,"EFE","BER",0,1,"2019-2020","26-4_2019-2020"
"230",26,"Regular Season","26-5","MAC","OLY",71,70,20,19,13,19,16,13,21,20,0,0,"MAC","OLY",1,0,"2019-2020","26-5_2019-2020"
"231",26,"Regular Season","26-6","BAS","CRV",71,56,21,18,15,17,15,13,15,13,0,0,"BAS","CRV",1,0,"2019-2020","26-6_2019-2020"
"232",26,"Regular Season","26-7","KHI","VIL",108,79,35,30,20,23,28,14,19,18,0,0,"KHI","VIL",1,0,"2019-2020","26-7_2019-2020"
"233",26,"Regular Season","26-8","ZAL","MIL",105,97,27,26,19,19,25,19,27,20,14,6,"ZAL","MIL",1,0,"2019-2020","26-8_2019-2020"
"234",26,"Regular Season","26-9","VAL","FEN",86,93,14,27,19,26,21,26,18,28,0,0,"FEN","VAL",0,1,"2019-2020","26-9_2019-2020"
"235",27,"Regular Season","27-1","CSK","ZEN",86,78,23,23,20,20,21,22,15,20,0,0,"CSK","ZEN",1,0,"2019-2020","27-1_2019-2020"
"236",27,"Regular Season","27-2","ZAL","KHI",96,85,29,21,14,32,15,19,24,27,0,0,"ZAL","KHI",1,0,"2019-2020","27-2_2019-2020"
"237",27,"Regular Season","27-3","OLY","PAN",81,78,18,27,20,16,20,19,20,19,0,0,"OLY","PAN",1,0,"2019-2020","27-3_2019-2020"
"238",27,"Regular Season","27-4","VIL","VAL",72,65,20,18,18,16,17,13,22,13,0,0,"VIL","VAL",1,0,"2019-2020","27-4_2019-2020"
"239",27,"Regular Season","27-5","MIL","RMB",73,78,25,20,10,18,11,24,11,32,0,0,"RMB","MIL",0,1,"2019-2020","27-5_2019-2020"
"240",27,"Regular Season","27-6","FEN","CRV",66,63,22,19,10,15,20,17,14,12,0,0,"FEN","CRV",1,0,"2019-2020","27-6_2019-2020"
"241",27,"Regular Season","27-7","BER","BAR",80,84,18,28,16,18,27,11,28,18,0,0,"BAR","BER",0,1,"2019-2020","27-7_2019-2020"
"242",27,"Regular Season","27-8","MAC","EFE",77,75,21,15,21,20,11,31,17,16,0,0,"MAC","EFE",1,0,"2019-2020","27-8_2019-2020"
"243",27,"Regular Season","27-9","BAY","BAS",71,80,25,16,13,17,21,23,16,20,0,0,"BAS","BAY",0,1,"2019-2020","27-9_2019-2020"
"244",28,"Regular Season","28-1","ZEN","ZAL",76,75,12,25,10,19,27,14,12,13,10,9,"ZEN","ZAL",1,0,"2019-2020","28-1_2019-2020"
"245",28,"Regular Season","28-2","PAN","CSK",66,97,22,16,13,15,32,16,17,32,0,0,"CSK","PAN",0,1,"2019-2020","28-2_2019-2020"
"246",28,"Regular Season","28-3","RMB","VIL",87,78,14,25,28,20,20,18,25,15,0,0,"RMB","VIL",1,0,"2019-2020","28-3_2019-2020"
"247",28,"Regular Season","28-4","VAL","MIL",81,83,12,16,20,17,19,17,12,17,16,18,"MIL","VAL",0,1,"2019-2020","28-4_2019-2020"
"248",28,"Regular Season","28-5","KHI","FEN",82,68,26,15,23,18,18,22,14,14,0,0,"KHI","FEN",1,0,"2019-2020","28-5_2019-2020"
"249",28,"Regular Season","28-6","EFE","OLY",91,79,29,22,21,19,24,17,14,24,0,0,"EFE","OLY",1,0,"2019-2020","28-6_2019-2020"
"250",28,"Regular Season","28-7","CRV","MAC",92,76,27,22,30,13,20,23,15,18,0,0,"CRV","MAC",1,0,"2019-2020","28-7_2019-2020"
"251",28,"Regular Season","28-8","BAR","BAY",83,80,21,21,15,26,21,20,27,12,0,0,"BAR","BAY",1,0,"2019-2020","28-8_2019-2020"
"252",28,"Regular Season","28-9","BAS","BER",73,72,15,14,19,25,15,24,20,13,0,0,"BAS","BER",1,0,"2019-2020","28-9_2019-2020"
"253",1,"Regular Season","1-1","EFE","ZEN",69,73,10,16,28,15,15,11,23,24,0,0,"ZEN","EFE",0,1,"2020-2021","1-1_2020-2021"
"254",1,"Regular Season","1-2","BAR","CSK",76,66,24,17,14,21,14,19,15,18,0,0,"BAR","CSK",1,0,"2020-2021","1-2_2020-2021"
"255",1,"Regular Season","1-3","MAC","BER",80,73,19,30,18,13,29,12,17,15,0,0,"MAC","BER",1,0,"2020-2021","1-3_2020-2021"
"256",1,"Regular Season","1-4","OLY","ZAL",67,68,18,19,21,9,23,11,13,21,0,0,"ZAL","OLY",0,1,"2020-2021","1-4_2020-2021"
"257",1,"Regular Season","1-5","VAL","VIL",65,63,18,19,13,15,17,16,14,16,0,0,"VAL","VIL",1,0,"2020-2021","1-5_2020-2021"
"258",1,"Regular Season","1-6","BAY","MIL",79,81,14,17,24,15,15,17,22,16,9,11,"MIL","BAY",0,1,"2020-2021","1-6_2020-2021"
"259",1,"Regular Season","1-7","KHI","PAN",76,78,17,22,23,14,24,17,18,19,0,0,"PAN","KHI",0,1,"2020-2021","1-7_2020-2021"
"260",1,"Regular Season","1-8","FEN","CRV",77,63,24,18,15,20,20,10,11,22,0,0,"FEN","CRV",1,0,"2020-2021","1-8_2020-2021"
"261",1,"Regular Season","1-9","BAS","RMB",76,63,15,18,19,24,16,13,20,14,0,0,"BAS","RMB",1,0,"2020-2021","1-9_2020-2021"
"262",2,"Regular Season","2-1","EFE","FEN",71,80,23,12,19,17,16,26,19,19,0,0,"FEN","EFE",0,1,"2020-2021","2-1_2020-2021"
"263",2,"Regular Season","2-2","CSK","MAC",76,72,20,11,14,31,15,15,14,28,0,0,"CSK","MAC",1,0,"2020-2021","2-2_2020-2021"
"264",2,"Regular Season","2-3","RMB","VAL",77,93,19,20,14,24,17,27,24,25,0,0,"VAL","RMB",0,1,"2020-2021","2-3_2020-2021"
"265",2,"Regular Season","2-4","BER","BAY",72,90,27,9,18,18,21,31,19,19,0,0,"BAY","BER",0,1,"2020-2021","2-4_2020-2021"
"266",2,"Regular Season","2-5","MIL","VIL",87,73,20,25,16,26,17,23,14,19,0,0,"MIL","VIL",1,0,"2020-2021","2-5_2020-2021"
"267",2,"Regular Season","2-6","PAN","OLY",71,78,12,23,22,14,22,22,18,16,0,0,"OLY","PAN",0,1,"2020-2021","2-6_2020-2021"
"268",2,"Regular Season","2-7","CRV","BAS",90,73,23,13,29,25,16,15,18,24,0,0,"CRV","BAS",1,0,"2020-2021","2-7_2020-2021"
"269",2,"Regular Season","2-8","ZEN","BAR",74,70,16,19,19,20,19,19,17,15,0,0,"ZEN","BAR",1,0,"2020-2021","2-8_2020-2021"
"270",2,"Regular Season","2-9","KHI","ZAL",70,84,20,12,16,22,17,24,26,17,0,0,"ZAL","KHI",0,1,"2020-2021","2-9_2020-2021"
"271",3,"Regular Season","3-1","BER","EFE",72,93,14,21,20,17,29,24,17,23,0,0,"EFE","BER",0,1,"2020-2021","3-1_2020-2021"
"272",3,"Regular Season","3-2","CRV","ZAL",69,75,19,14,27,9,19,20,23,13,0,0,"ZAL","CRV",0,1,"2020-2021","3-2_2020-2021"
"273",3,"Regular Season","3-3","VAL","BAR",66,71,19,16,9,22,16,17,21,17,0,0,"BAR","VAL",0,1,"2020-2021","3-3_2020-2021"
"274",3,"Regular Season","3-4","VIL","PAN",97,73,20,24,24,29,17,13,21,22,0,0,"VIL","PAN",1,0,"2020-2021","3-4_2020-2021"
"275",3,"Regular Season","3-5","BAS","ZEN",70,77,13,15,23,19,10,24,22,21,0,0,"ZEN","BAS",0,1,"2020-2021","3-5_2020-2021"
"276",3,"Regular Season","3-6","MAC","BAY",82,85,15,10,30,27,15,19,26,25,0,0,"BAY","MAC",0,1,"2020-2021","3-6_2020-2021"
"277",3,"Regular Season","3-7","OLY","MIL",86,75,18,18,27,23,21,21,16,17,0,0,"OLY","MIL",1,0,"2020-2021","3-7_2020-2021"
"278",3,"Regular Season","3-8","RMB","KHI",94,85,25,24,21,24,25,16,16,28,0,0,"RMB","KHI",1,0,"2020-2021","3-8_2020-2021"
"279",3,"Regular Season","3-9","FEN","CSK",77,78,10,21,20,18,12,20,17,20,8,9,"CSK","FEN",0,1,"2020-2021","3-9_2020-2021"
"280",4,"Regular Season","4-1","BAR","PAN",97,89,13,23,22,17,18,17,23,17,22,14,"BAR","PAN",1,0,"2020-2021","4-1_2020-2021"
"281",4,"Regular Season","4-2","VAL","ZEN",72,85,12,27,21,12,16,17,32,20,0,0,"ZEN","VAL",0,1,"2020-2021","4-2_2020-2021"
"282",4,"Regular Season","4-3","VIL","CRV",68,89,21,17,15,15,17,27,23,22,0,0,"CRV","VIL",0,1,"2020-2021","4-3_2020-2021"
"283",4,"Regular Season","4-4","ZAL","EFE",89,73,25,16,25,23,16,19,20,18,0,0,"ZAL","EFE",1,0,"2020-2021","4-4_2020-2021"
"284",4,"Regular Season","4-5","CSK","BER",88,93,19,32,14,23,17,30,21,25,0,0,"BER","CSK",0,1,"2020-2021","4-5_2020-2021"
"285",4,"Regular Season","4-6","MIL","RMB",78,70,10,21,23,24,19,23,13,15,0,0,"MIL","RMB",1,0,"2020-2021","4-6_2020-2021"
"286",4,"Regular Season","4-7","OLY","MAC",85,82,15,29,25,16,22,18,26,16,0,0,"OLY","MAC",1,0,"2020-2021","4-7_2020-2021"
"287",4,"Regular Season","4-8","FEN","BAY",71,75,28,17,13,13,9,16,23,27,0,0,"BAY","FEN",0,1,"2020-2021","4-8_2020-2021"
"288",4,"Regular Season","4-9","BAS","KHI",77,60,15,20,19,23,18,18,11,13,0,0,"BAS","KHI",1,0,"2020-2021","4-9_2020-2021"
"289",5,"Regular Season","5-1","BER","BAS",95,91,25,20,29,21,19,25,28,19,0,0,"BER","BAS",1,0,"2020-2021","5-1_2020-2021"
"290",5,"Regular Season","5-2","PAN","FEN",82,68,22,15,25,20,13,17,26,12,0,0,"PAN","FEN",1,0,"2020-2021","5-2_2020-2021"
"291",5,"Regular Season","5-3","CRV","CSK",86,84,18,17,11,27,20,23,8,22,13,11,"CRV","CSK",1,0,"2020-2021","5-3_2020-2021"
"292",5,"Regular Season","5-4","ZEN","MIL",79,70,19,21,14,25,15,23,16,16,0,0,"ZEN","MIL",1,0,"2020-2021","5-4_2020-2021"
"293",5,"Regular Season","5-5","ZAL","VAL",82,94,27,18,12,25,22,15,30,27,0,0,"VAL","ZAL",0,1,"2020-2021","5-5_2020-2021"
"294",5,"Regular Season","5-6","EFE","VIL",72,68,13,20,15,24,19,8,17,24,0,0,"EFE","VIL",1,0,"2020-2021","5-6_2020-2021"
"295",5,"Regular Season","5-7","BAR","RMB",79,72,18,30,16,15,14,13,25,20,0,0,"BAR","RMB",1,0,"2020-2021","5-7_2020-2021"
"296",5,"Regular Season","5-8","BAY","OLY",74,68,22,17,22,13,18,16,19,15,0,0,"BAY","OLY",1,0,"2020-2021","5-8_2020-2021"
"297",5,"Regular Season","5-9","KHI","MAC",87,89,18,15,22,26,16,20,22,23,6,8,"MAC","KHI",0,1,"2020-2021","5-9_2020-2021"
"298",6,"Regular Season","6-1","CSK","VAL",84,75,17,27,18,22,16,19,23,17,0,0,"CSK","VAL",1,0,"2020-2021","6-1_2020-2021"
"299",6,"Regular Season","6-2","MAC","FEN",65,75,22,16,16,11,18,17,21,19,0,0,"FEN","MAC",0,1,"2020-2021","6-2_2020-2021"
"300",6,"Regular Season","6-3","RMB","BAY",100,82,27,22,21,30,17,28,16,21,0,0,"RMB","BAY",1,0,"2020-2021","6-3_2020-2021"
"301",6,"Regular Season","6-4","ZEN","PAN",112,83,26,21,29,36,22,18,20,23,0,0,"ZEN","PAN",1,0,"2020-2021","6-4_2020-2021"
"302",6,"Regular Season","6-5","VIL","ZAL",74,83,23,27,10,14,13,28,16,26,0,0,"ZAL","VIL",0,1,"2020-2021","6-5_2020-2021"
"303",6,"Regular Season","6-6","KHI","CRV",83,77,19,25,14,25,22,18,17,20,0,0,"KHI","CRV",1,0,"2020-2021","6-6_2020-2021"
"304",6,"Regular Season","6-7","MIL","BER",75,55,19,23,22,11,13,9,19,14,0,0,"MIL","BER",1,0,"2020-2021","6-7_2020-2021"
"305",6,"Regular Season","6-8","OLY","EFE",79,84,26,12,19,22,29,15,19,21,0,0,"EFE","OLY",0,1,"2020-2021","6-8_2020-2021"
"306",6,"Regular Season","6-9","BAS","BAR",71,72,19,18,19,15,20,19,19,14,0,0,"BAR","BAS",0,1,"2020-2021","6-9_2020-2021"
"307",7,"Regular Season","7-1","BER","BAR",67,103,18,18,15,16,30,26,23,24,0,0,"BAR","BER",0,1,"2020-2021","7-1_2020-2021"
"308",7,"Regular Season","7-2","EFE","MAC",91,89,22,27,18,24,24,26,22,17,0,0,"EFE","MAC",1,0,"2020-2021","7-2_2020-2021"
"309",7,"Regular Season","7-3","ZEN","OLY",66,75,20,7,16,23,19,22,17,17,0,0,"OLY","ZEN",0,1,"2020-2021","7-3_2020-2021"
"310",7,"Regular Season","7-4","BAS","VIL",86,88,20,23,18,25,26,17,23,22,0,0,"VIL","BAS",0,1,"2020-2021","7-4_2020-2021"
"311",7,"Regular Season","7-5","BAY","CRV",74,59,18,15,22,19,14,17,20,8,0,0,"BAY","CRV",1,0,"2020-2021","7-5_2020-2021"
"312",7,"Regular Season","7-6","PAN","CSK",83,89,24,18,16,25,24,27,14,24,0,0,"CSK","PAN",0,1,"2020-2021","7-6_2020-2021"
"313",7,"Regular Season","7-7","FEN","KHI",83,71,23,19,23,18,20,15,20,16,0,0,"FEN","KHI",1,0,"2020-2021","7-7_2020-2021"
"314",7,"Regular Season","7-8","VAL","MIL",86,81,24,18,24,20,18,26,17,20,0,0,"VAL","MIL",1,0,"2020-2021","7-8_2020-2021"
"315",7,"Regular Season","7-9","ZAL","RMB",90,93,24,30,19,17,32,16,19,26,0,0,"RMB","ZAL",0,1,"2020-2021","7-9_2020-2021"
"316",8,"Regular Season","8-1","BAR","FEN",97,55,28,23,18,28,17,12,9,17,0,0,"BAR","FEN",1,0,"2020-2021","8-1_2020-2021"
"317",8,"Regular Season","8-2","CSK","BAS",89,86,23,24,19,23,16,19,23,28,0,0,"CSK","BAS",1,0,"2020-2021","8-2_2020-2021"
"318",8,"Regular Season","8-3","MAC","ZAL",85,57,24,29,19,13,14,9,21,13,0,0,"MAC","ZAL",1,0,"2020-2021","8-3_2020-2021"
"319",8,"Regular Season","8-4","OLY","BER",75,71,10,14,27,24,22,13,9,27,0,0,"OLY","BER",1,0,"2020-2021","8-4_2020-2021"
"320",8,"Regular Season","8-5","BAY","VAL",90,79,21,16,25,28,18,21,21,19,0,0,"BAY","VAL",1,0,"2020-2021","8-5_2020-2021"
"321",8,"Regular Season","8-6","KHI","MIL",93,102,20,27,21,25,28,26,18,30,0,0,"MIL","KHI",0,1,"2020-2021","8-6_2020-2021"
"322",8,"Regular Season","8-7","PAN","EFE",77,80,22,18,14,23,21,15,23,21,0,0,"EFE","PAN",0,1,"2020-2021","8-7_2020-2021"
"323",8,"Regular Season","8-8","CRV","RMB",67,73,26,16,11,14,21,15,23,14,0,0,"RMB","CRV",0,1,"2020-2021","8-8_2020-2021"
"324",8,"Regular Season","8-9","VIL","ZEN",53,66,11,10,16,16,12,16,16,22,0,0,"ZEN","VIL",0,1,"2020-2021","8-9_2020-2021"
"325",9,"Regular Season","9-1","EFE","BAY",71,74,23,14,20,14,22,20,8,24,0,0,"BAY","EFE",0,1,"2020-2021","9-1_2020-2021"
"326",9,"Regular Season","9-2","ZEN","KHI",83,88,27,20,20,16,19,25,19,25,0,0,"KHI","ZEN",0,1,"2020-2021","9-2_2020-2021"
"327",9,"Regular Season","9-3","VAL","PAN",95,83,22,23,25,25,21,20,25,17,0,0,"VAL","PAN",1,0,"2020-2021","9-3_2020-2021"
"328",9,"Regular Season","9-4","BAS","FEN",86,68,20,25,19,22,21,15,23,9,0,0,"BAS","FEN",1,0,"2020-2021","9-4_2020-2021"
"329",9,"Regular Season","9-5","ZAL","CSK",78,87,17,21,20,20,26,19,21,21,0,0,"CSK","ZAL",0,1,"2020-2021","9-5_2020-2021"
"330",9,"Regular Season","9-6","BER","VIL",76,75,19,17,14,26,21,22,17,15,0,0,"BER","VIL",1,0,"2020-2021","9-6_2020-2021"
"331",9,"Regular Season","9-7","BAR","OLY",88,96,17,30,16,25,26,25,21,24,0,0,"OLY","BAR",0,1,"2020-2021","9-7_2020-2021"
"332",9,"Regular Season","9-8","MIL","CRV",79,87,23,21,16,19,18,30,18,21,0,0,"CRV","MIL",0,1,"2020-2021","9-8_2020-2021"
"333",9,"Regular Season","9-9","RMB","MAC",79,63,29,16,17,17,18,14,18,13,0,0,"RMB","MAC",1,0,"2020-2021","9-9_2020-2021"
"334",10,"Regular Season","10-1","BAY","CSK",81,89,17,22,21,21,18,18,28,25,0,0,"CSK","BAY",0,1,"2020-2021","10-1_2020-2021"
"335",10,"Regular Season","10-2","KHI","EFE",77,105,30,21,12,14,29,29,28,19,0,0,"EFE","KHI",0,1,"2020-2021","10-2_2020-2021"
"336",10,"Regular Season","10-3","BAS","PAN",93,72,20,26,20,27,23,16,19,14,0,0,"BAS","PAN",1,0,"2020-2021","10-3_2020-2021"
"337",10,"Regular Season","10-4","BER","ZEN",66,73,10,12,21,23,12,21,18,22,0,0,"ZEN","BER",0,1,"2020-2021","10-4_2020-2021"
"338",10,"Regular Season","10-5","BAR","CRV",76,65,19,20,22,15,6,16,22,21,0,0,"BAR","CRV",1,0,"2020-2021","10-5_2020-2021"
"339",10,"Regular Season","10-6","MIL","ZAL",98,92,21,31,21,25,25,15,24,28,0,0,"MIL","ZAL",1,0,"2020-2021","10-6_2020-2021"
"340",10,"Regular Season","10-7","RMB","FEN",94,74,28,21,23,22,12,24,15,23,0,0,"RMB","FEN",1,0,"2020-2021","10-7_2020-2021"
"341",10,"Regular Season","10-8","VAL","MAC",82,80,19,24,15,24,17,20,22,21,0,0,"VAL","MAC",1,0,"2020-2021","10-8_2020-2021"
"342",10,"Regular Season","10-9","VIL","OLY",93,101,15,22,24,25,23,21,19,23,7,15,"OLY","VIL",0,1,"2020-2021","10-9_2020-2021"
"343",11,"Regular Season","11-1","BER","KHI",100,80,20,30,27,23,24,20,18,18,0,0,"BER","KHI",1,0,"2020-2021","11-1_2020-2021"
"344",11,"Regular Season","11-2","CSK","RMB",74,73,17,18,23,16,20,18,17,18,0,0,"CSK","RMB",1,0,"2020-2021","11-2_2020-2021"
"345",11,"Regular Season","11-3","MAC","MIL",85,86,20,15,18,17,18,28,13,11,15,16,"MIL","MAC",0,1,"2020-2021","11-3_2020-2021"
"346",11,"Regular Season","11-4","OLY","BAS",76,90,15,16,27,18,23,24,20,23,0,0,"BAS","OLY",0,1,"2020-2021","11-4_2020-2021"
"347",11,"Regular Season","11-5","CRV","EFE",64,75,14,22,14,14,16,24,27,8,0,0,"EFE","CRV",0,1,"2020-2021","11-5_2020-2021"
"348",11,"Regular Season","11-6","ZAL","ZEN",75,83,15,17,19,24,23,22,21,17,0,0,"ZEN","ZAL",0,1,"2020-2021","11-6_2020-2021"
"349",11,"Regular Season","11-7","PAN","BAY",83,76,18,26,16,23,13,22,19,22,0,0,"PAN","BAY",1,0,"2020-2021","11-7_2020-2021"
"350",11,"Regular Season","11-8","FEN","VAL",86,90,17,26,21,22,16,17,26,31,0,0,"VAL","FEN",0,1,"2020-2021","11-8_2020-2021"
